TIME(2024/08/28 22:05:15.216),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,USER,GSR,GSRV,HR,HRV,
0.00000,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.01381,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.02755,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.04152,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.05511,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.06912,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.08295,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.09714,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.11112,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.12427,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.14922,0.45141,0.13011,0.00000,0.00000,1,0,,0,0,0,0,
0.15727,0.53261,0.25194,0.00000,0.00000,1,0,,0,0,0,0,
0.16652,0.70135,0.42518,0.00000,0.00000,1,0,,0,0,0,0,
0.17988,0.60377,0.47926,0.00000,0.00000,1,0,,0,0,0,0,
0.19389,0.57990,0.50148,0.00000,0.00000,1,0,,0,0,0,0,
0.20792,0.51996,0.54776,0.00000,0.00000,1,0,,0,0,0,0,
0.22147,0.52093,0.56521,0.00000,0.00000,1,0,,0,0,0,0,
0.23556,0.52033,0.57255,0.00000,0.00000,1,0,,0,0,0,0,
0.24939,0.51933,0.57423,0.20792,0.04148,2,1,,0,0,0,0,
0.26327,0.51873,0.57525,0.20792,0.05536,2,1,,0,0,0,0,
0.27715,0.51983,0.57220,0.20792,0.06924,2,1,,0,0,0,0,
0.29082,0.52287,0.57743,0.20792,0.08290,2,1,,0,0,0,0,
0.30493,0.52516,0.58135,0.20792,0.09701,2,1,,0,0,0,0,
0.31899,0.52426,0.58569,0.20792,0.11108,2,1,,0,0,0,0,
0.33254,0.52300,0.57773,0.20792,0.12462,2,1,,0,0,0,0,
0.34652,0.52196,0.57237,0.20792,0.13861,2,1,,0,0,0,0,
0.36066,0.52221,0.57318,0.20792,0.15274,2,1,,0,0,0,0,
0.37439,0.51996,0.57374,0.20792,0.16648,2,1,,0,0,0,0,
0.38790,0.51811,0.57538,0.20792,0.17998,2,1,,0,0,0,0,
0.40169,0.51853,0.58016,0.20792,0.19377,2,1,,0,0,0,0,
0.41582,0.51852,0.58194,0.20792,0.20790,2,1,,0,0,0,0,
0.42949,0.51852,0.58280,0.20792,0.22158,2,1,,0,0,0,0,
0.44341,0.51911,0.58354,0.20792,0.23550,2,1,,0,0,0,0,
0.45732,0.51972,0.58473,0.20792,0.24940,2,1,,0,0,0,0,
0.47136,0.52028,0.58542,0.20792,0.26345,2,1,,0,0,0,0,
0.48534,0.52034,0.58535,0.20792,0.27742,2,1,,0,0,0,0,
0.49862,0.52031,0.58544,0.20792,0.29070,2,1,,0,0,0,0,
0.51292,0.52029,0.58585,0.20792,0.30500,2,1,,0,0,0,0,
0.52657,0.52077,0.58743,0.20792,0.31865,2,1,,0,0,0,0,
0.54061,0.52068,0.58723,0.20792,0.33270,2,1,,0,0,0,0,
0.55438,0.52058,0.58691,0.20792,0.34647,2,1,,0,0,0,0,
0.56837,0.52194,0.58691,0.20792,0.36045,2,1,,0,0,0,0,
0.58218,0.52332,0.58601,0.20792,0.37426,2,1,,0,0,0,0,
0.59623,0.52462,0.58532,0.20792,0.38832,2,1,,0,0,0,0,
0.60956,0.52574,0.58688,0.20792,0.40165,2,1,,0,0,0,0,
0.62362,0.52659,0.58830,0.20792,0.41570,2,1,,0,0,0,0,
0.63738,0.52740,0.58939,0.20792,0.42947,2,1,,0,0,0,0,
0.65167,0.52793,0.59081,0.20792,0.44376,2,1,,0,0,0,0,
0.66519,0.52898,0.59183,0.20792,0.45727,2,1,,0,0,0,0,
0.67909,0.52997,0.59280,0.20792,0.47117,2,1,,0,0,0,0,
0.69284,0.53111,0.59424,0.20792,0.48493,2,1,,0,0,0,0,
0.70680,0.55527,0.61078,0.20792,0.48493,2,0,,0,0,0,0,
0.72049,0.55777,0.61415,0.20792,0.48493,2,0,,0,0,0,0,
0.73470,0.56255,0.61931,0.20792,0.48493,2,0,,0,0,0,0,
0.74824,0.56285,0.61210,0.70680,0.04144,3,1,,0,0,0,0,
0.76242,0.56298,0.60709,0.70680,0.05562,3,1,,0,0,0,0,
0.77652,0.56264,0.61199,0.70680,0.06972,3,1,,0,0,0,0,
0.78998,0.56070,0.60949,0.70680,0.08318,3,1,,0,0,0,0,
0.80408,0.55921,0.60951,0.70680,0.09728,3,1,,0,0,0,0,
0.81764,0.55910,0.61325,0.70680,0.11084,3,1,,0,0,0,0,
0.83155,0.56021,0.62076,0.70680,0.12475,3,1,,0,0,0,0,
0.84519,0.56109,0.62752,0.70680,0.13840,3,1,,0,0,0,0,
0.85929,0.56139,0.63147,0.70680,0.15249,3,1,,0,0,0,0,
0.87347,0.56088,0.63633,0.70680,0.16667,3,1,,0,0,0,0,
