T	X	Y	HEADING	PERPSECTIVE_ANGLE	NOW_NUM
0.1406	0.0000	0.0000	45.0000	55.0000	739417.434903
0.2740	0.0000	0.0000	45.0000	55.0000	739417.434903
0.3741	0.0000	0.0000	45.0000	55.0000	739417.434903
0.4773	0.0000	0.0000	45.0000	55.0000	739417.434903
0.5935	0.0000	0.0000	45.0000	55.0000	739417.434903
0.7104	0.0000	0.0000	45.0000	55.0000	739417.434903
0.8272	0.0000	0.0000	45.0000	55.0000	739417.434903
0.9439	0.0000	0.0000	45.0000	55.0000	739417.434903
1.0441	0.0000	0.0000	45.0000	55.0000	739417.434903
1.1607	0.0000	0.0000	45.0000	55.0000	739417.434903
1.2608	-0.0650	0.0622	42.5000	55.0000	739417.434903
1.3775	-0.2314	0.1899	33.7500	55.0000	739417.434903
1.4943	-0.4154	0.2909	25.0000	55.0000	739417.434903
1.5946	-0.5837	0.3542	17.5000	55.0000	739417.434903
1.7112	-0.7886	0.3996	8.7500	55.0000	739417.434903
1.8115	-0.9678	0.4153	3.7500	55.0000	739417.434903
1.9281	-1.1774	0.4290	3.7500	55.0000	739417.434903
2.0451	-1.3869	0.4428	3.7500	55.0000	739417.434903
2.1616	-1.5965	0.4565	3.7500	55.0000	739417.434903
2.2785	-1.8060	0.4702	3.7500	55.0000	739417.434903
2.3952	-2.0156	0.4840	3.7500	55.0000	739417.434903
2.5120	-2.2251	0.4977	3.7500	55.0000	739417.434903
2.6121	-2.4047	0.5095	3.7500	55.0000	739417.434903
2.7288	-2.6143	0.5232	3.7500	55.0000	739417.434903
2.8456	-2.8238	0.5370	3.7500	55.0000	739417.434903
2.9624	-3.0318	0.5643	11.2500	55.0000	739417.434903
3.0791	-3.2333	0.6231	20.0000	55.0000	739417.434903
3.1793	-3.3971	0.6973	27.5000	55.0000	739417.434903
3.2795	-3.5499	0.7923	35.0000	55.0000	739417.434903
3.3964	-3.5499	0.7923	43.7500	55.0000	739417.434903
3.5129	-3.5499	0.7923	52.5000	55.0000	739417.434903
3.6295	-3.5499	0.7923	61.2500	55.0000	739417.434903
3.7298	-3.5499	0.7923	68.7500	55.0000	739417.434903
3.8465	-3.5563	0.8216	77.5000	55.0000	739417.434903
3.9474	-3.5818	0.9996	85.0000	55.0000	739417.434903
4.0633	-3.5857	1.2095	90.0000	55.0000	739417.434903
4.1641	-3.5857	1.3895	90.0000	55.0000	739417.434903
4.2810	-3.5857	1.5995	90.0000	55.0000	739417.434903
4.3979	-3.5857	1.8095	90.0000	55.0000	739417.434903
4.5143	-3.5857	2.0195	90.0000	55.0000	739417.434903
4.6305	-3.5857	2.2295	90.0000	55.0000	739417.434903
4.7473	-3.5720	2.4389	97.5000	55.0000	739417.434903
4.8476	-3.5350	2.6149	105.0000	55.0000	739417.434903
4.9639	-3.4632	2.8121	113.7500	55.0000	739417.434903
5.0641	-3.3784	2.9707	121.2500	55.0000	739417.434903
5.1643	-3.2736	3.1169	128.7500	55.0000	739417.434903
5.2644	-3.1535	3.2509	132.5000	55.0000	739417.434903
5.3647	-3.0334	3.3849	130.0000	55.0000	739417.434903
5.4812	-2.9130	3.5568	121.2500	55.0000	739417.434903
5.5814	-2.8317	3.7172	113.7500	55.0000	739417.434903
5.6981	-2.7643	3.9159	105.0000	55.0000	739417.434903
5.8148	-2.7278	4.1225	96.2500	55.0000	739417.434903
5.9149	-2.7154	4.3021	93.7500	55.0000	739417.434903
6.0151	-2.6939	4.4807	100.0000	55.0000	739417.434903
6.1319	-2.6396	4.6833	108.7500	55.0000	739417.434903
6.2486	-2.5617	4.8783	111.2500	55.0000	739417.434903
6.3488	-2.5327	4.9635	103.7500	55.0000	739417.434903
6.4494	-2.5327	4.9635	96.2500	55.0000	739417.434903
6.5655	-2.5327	4.9635	87.5000	55.0000	739417.434903
6.6823	-2.5327	4.9635	78.7500	55.0000	739417.434903
6.7825	-2.5327	4.9635	71.2500	55.0000	739417.434903
6.8991	-2.5327	4.9635	62.5000	55.0000	739417.434903
7.0159	-2.5677	5.0123	53.7500	55.0000	739417.434903
7.1161	-2.6848	5.1488	46.2500	55.0000	739417.434903
7.2162	-2.8187	5.2689	38.7500	55.0000	739417.434903
7.3329	-2.9932	5.3854	30.0000	55.0000	739417.434903
7.4330	-3.1554	5.4632	22.5000	55.0000	739417.434903
7.5498	-3.3555	5.5263	13.7500	55.0000	739417.434903
7.6666	-3.4142	5.5386	5.0000	55.0000	739417.434903
7.7682	-3.4142	5.5386	-2.5000	55.0000	739417.434903
7.8835	-3.4142	5.5386	-2.5000	55.0000	739417.434903
8.0001	-3.4142	5.5386	-2.5000	55.0000	739417.434903
8.1169	-3.4442	5.5386	0.0000	55.0000	739417.434903
8.2336	-3.5938	5.5484	7.5000	55.0000	739417.434903
8.3504	-3.5938	5.5484	7.5000	55.0000	739417.434903
8.4679	-3.5938	5.5484	7.5000	55.0000	739417.434903
8.5847	-3.5938	5.5484	7.5000	55.0000	739417.434903
8.6849	-3.5938	5.5484	7.5000	55.0000	739417.434903
8.8008	-3.5938	5.5484	7.5000	55.0000	739417.434903
8.9176	-3.5938	5.5484	7.5000	55.0000	739417.434903
9.0344	-3.5938	5.5484	7.5000	55.0000	739417.434903
9.1512	-3.6533	5.5563	7.5000	55.0000	739417.434903
9.2513	-3.8317	5.5798	7.5000	55.0000	739417.434903
9.3679	-4.0399	5.6072	7.5000	55.0000	739417.434903
9.4681	-4.2185	5.6300	6.2500	55.0000	739417.434903
9.5849	-4.4282	5.6366	0.0000	55.0000	739417.434903
9.7016	-4.6382	5.6366	0.0000	55.0000	739417.434903
9.8184	-4.8481	5.6405	3.7500	55.0000	739417.434903
9.9185	-5.0275	5.6562	5.0000	55.0000	739417.434903
10.0353	-5.2068	5.6719	5.0000	55.0000	739417.434903
10.1522	-5.2068	5.6719	5.0000	55.0000	739417.434903
10.2688	-5.2068	5.6719	5.0000	55.0000	739417.434903
10.3690	-5.2068	5.6719	5.0000	55.0000	739417.434903
10.4856	-5.2068	5.6719	5.0000	55.0000	739417.434903
10.5857	-5.0872	5.6614	5.0000	55.0000	739417.434903
10.7025	-4.8780	5.6431	5.0000	55.0000	739417.434903
10.8026	-4.6987	5.6274	5.0000	55.0000	739417.434903
10.9194	-4.4895	5.6091	5.0000	55.0000	739417.434903
11.0361	-4.2803	5.5908	5.0000	55.0000	739417.434903
11.1530	-4.0711	5.5725	5.0000	55.0000	739417.434903
11.2697	-3.8619	5.5542	5.0000	55.0000	739417.434903
11.3865	-3.6527	5.5359	5.0000	55.0000	739417.434903
11.4871	-3.4733	5.5222	2.5000	55.0000	739417.434903
11.6036	-3.2637	5.5313	-6.2500	55.0000	739417.434903
11.7201	-3.2637	5.5313	-15.0000	55.0000	739417.434903
11.8207	-3.2637	5.5313	-22.5000	55.0000	739417.434903
11.9370	-3.2637	5.5313	-31.2500	55.0000	739417.434903
12.0374	-3.2637	5.5313	-38.7500	55.0000	739417.434903
12.1538	-3.2637	5.5313	-47.5000	55.0000	739417.434903
12.2540	-3.2637	5.5313	-55.0000	55.0000	739417.434903
12.3708	-3.2637	5.5313	-63.7500	55.0000	739417.434903
12.4711	-3.2637	5.5313	-71.2500	55.0000	739417.434903
12.5875	-3.2637	5.5313	-80.0000	55.0000	739417.434903
12.7044	-3.2637	5.5313	-88.7500	55.0000	739417.434903
12.8210	-3.2637	5.5313	-97.5000	55.0000	739417.434903
12.9213	-3.2637	5.5313	-105.0000	55.0000	739417.434903
13.0379	-3.2637	5.5313	-113.7500	55.0000	739417.434903
13.1381	-3.2637	5.5313	-121.2500	55.0000	739417.434903
13.2547	-3.2637	5.5313	-130.0000	55.0000	739417.434903
13.3549	-3.2637	5.5313	-137.5000	55.0000	739417.434903
13.4550	-3.2637	5.5313	-145.0000	55.0000	739417.434903
13.5718	-3.0859	5.4196	-146.2500	55.0000	739417.434903
13.6886	-2.9223	5.2883	-137.5000	55.0000	739417.434903
13.8052	-2.7805	5.1336	-128.7500	55.0000	739417.434903
13.9054	-2.6790	4.9852	-121.2500	55.0000	739417.434903
14.0222	-2.5862	4.7970	-112.5000	55.0000	739417.434903
14.1231	-2.5302	4.6260	-105.0000	55.0000	739417.434903
14.2389	-2.4938	4.4194	-96.2500	55.0000	739417.434903
14.3391	-2.4879	4.2397	-88.7500	55.0000	739417.434903
14.4559	-2.4925	4.0297	-88.7500	55.0000	739417.434903
14.5561	-2.4964	3.8498	-88.7500	55.0000	739417.434903
14.6563	-2.5003	3.6698	-88.7500	55.0000	739417.434903
14.7728	-2.5049	3.4598	-88.7500	55.0000	739417.434903
14.8730	-2.5089	3.2799	-88.7500	55.0000	739417.434903
14.9731	-2.5128	3.0999	-88.7500	55.0000	739417.434903
15.0733	-2.5167	2.9200	-88.7500	55.0000	739417.434903
15.1899	-2.5213	2.7100	-88.7500	55.0000	739417.434903
15.3067	-2.5259	2.5001	-88.7500	55.0000	739417.434903
15.4234	-2.5304	2.2901	-88.7500	55.0000	739417.434903
15.5403	-2.5318	2.2301	-88.7500	55.0000	739417.434903
15.6570	-2.5318	2.2301	-88.7500	55.0000	739417.434903
15.7736	-2.5318	2.2301	-88.7500	55.0000	739417.434903
15.8740	-2.5318	2.2301	-88.7500	55.0000	739417.434903
15.9905	-2.5272	2.4401	-88.7500	55.0000	739417.434903
16.0906	-2.5232	2.6200	-88.7500	55.0000	739417.434903
16.2076	-2.5187	2.8300	-88.7500	55.0000	739417.434903
16.3241	-2.5141	3.0399	-88.7500	55.0000	739417.434903
16.4243	-2.5102	3.2199	-88.7500	55.0000	739417.434903
16.5412	-2.5056	3.4299	-88.7500	55.0000	739417.434903
16.6578	-2.5010	3.6398	-88.7500	55.0000	739417.434903
16.7580	-2.4971	3.8198	-88.7500	55.0000	739417.434903
16.8747	-2.4925	4.0297	-88.7500	55.0000	739417.434903
16.9748	-2.4886	4.2097	-88.7500	55.0000	739417.434903
17.0915	-2.4840	4.4196	-88.7500	55.0000	739417.434903
17.2083	-2.4794	4.6296	-88.7500	55.0000	739417.434903
17.3084	-2.4755	4.8095	-88.7500	55.0000	739417.434903
17.4252	-2.4709	5.0195	-88.7500	55.0000	739417.434903
17.5419	-2.4663	5.2294	-88.7500	55.0000	739417.434903
17.6420	-2.4624	5.4094	-88.7500	55.0000	739417.434903
17.7422	-2.4585	5.5893	-88.7500	55.0000	739417.434903
17.8423	-2.4545	5.7693	-88.7500	55.0000	739417.434903
17.9591	-2.4460	5.8593	-82.5000	55.0000	739417.434903
18.0757	-2.4275	5.8593	-73.7500	55.0000	739417.434903
18.1759	-2.4275	5.8593	-66.2500	55.0000	739417.434903
18.2926	-2.4275	5.8593	-57.5000	55.0000	739417.434903
18.4093	-2.4275	5.8593	-48.7500	55.0000	739417.434903
18.5095	-2.4275	5.8593	-41.2500	55.0000	739417.434903
18.6263	-2.4275	5.8593	-32.5000	55.0000	739417.434903
18.7429	-2.4275	5.8593	-23.7500	55.0000	739417.434903
18.8431	-2.5695	5.8111	-16.2500	55.0000	739417.434903
18.9433	-2.7455	5.7740	-8.7500	55.0000	739417.434903
19.0600	-2.9547	5.7564	-3.7500	55.0000	739417.434903
19.1602	-3.1343	5.7446	-3.7500	55.0000	739417.434903
19.2769	-3.3439	5.7309	-3.7500	55.0000	739417.434903
19.3936	-3.5534	5.7172	-3.7500	55.0000	739417.434903
19.5103	-3.7630	5.7034	-3.7500	55.0000	739417.434903
19.6272	-3.9725	5.6897	-3.7500	55.0000	739417.434903
19.7438	-4.1817	5.6720	-7.5000	55.0000	739417.434903
19.8606	-4.3866	5.6266	-16.2500	55.0000	739417.434903
19.9773	-4.5821	5.5506	-25.0000	55.0000	739417.434903
20.0942	-4.7638	5.4457	-33.7500	55.0000	739417.434903
20.2110	-4.9274	5.3144	-42.5000	55.0000	739417.434903
20.3277	-5.0691	5.1597	-51.2500	55.0000	739417.434903
