T	X	Y	HEADING	PERPSECTIVE_ANGLE	NOW_NUM
0.1029	0.0000	0.0000	45.0000	55.0000	739316.450599
0.2119	0.0000	0.0000	45.0000	55.0000	739316.450599
0.3284	0.0000	0.0000	45.0000	55.0000	739316.450599
0.4287	0.0000	0.0000	45.0000	55.0000	739316.450599
0.5287	0.0000	0.0000	45.0000	55.0000	739316.450599
0.6455	0.0000	0.0000	45.0000	55.0000	739316.450599
0.7460	-0.3182	0.3182	45.0000	55.0000	739316.450599
0.8619	-0.6364	0.6364	45.0000	55.0000	739316.450599
0.9620	-0.6364	0.6364	63.0000	55.0000	739316.450599
1.0787	-0.6364	0.6364	81.0000	55.0000	739316.450599
1.1953	-0.6599	0.7845	81.0000	55.0000	739316.450599
1.3117	-0.7420	1.3031	81.0000	55.0000	739316.450599
1.4118	-0.7770	1.4489	63.0000	55.0000	739316.450599
1.5121	-0.7770	1.4489	45.0000	55.0000	739316.450599
1.6122	-0.7770	1.4489	27.0000	55.0000	739316.450599
1.7284	-0.7770	1.4489	18.0000	55.0000	739316.450599
1.8287	-0.7770	1.4489	18.0000	55.0000	739316.450599
1.9455	-0.8483	1.4721	18.0000	55.0000	739316.450599
2.0623	-1.3476	1.6343	18.0000	55.0000	739316.450599
2.1788	-1.3476	1.6343	18.0000	55.0000	739316.450599
2.2952	-1.3476	1.6343	18.0000	55.0000	739316.450599
2.4127	-1.3476	1.6343	36.0000	55.0000	739316.450599
2.5284	-1.3476	1.6343	57.0000	55.0000	739316.450599
2.6290	-1.3476	1.6343	75.0000	55.0000	739316.450599
2.7456	-1.3476	1.6343	78.0000	55.0000	739316.450599
2.8624	-1.3476	1.6343	78.0000	55.0000	739316.450599
2.9788	-1.4412	2.0745	78.0000	55.0000	739316.450599
3.0953	-1.5503	2.5880	78.0000	55.0000	739316.450599
3.1955	-1.6553	3.0252	72.0000	55.0000	739316.450599
3.3121	-1.9164	3.4774	51.0000	55.0000	739316.450599
3.4287	-2.0196	3.5862	30.0000	55.0000	739316.450599
3.5290	-2.0196	3.5862	12.0000	55.0000	739316.450599
3.6454	-2.0196	3.5862	-9.0000	55.0000	739316.450599
3.7456	-2.0196	3.5862	-21.0000	55.0000	739316.450599
3.8621	-2.0196	3.5862	-21.0000	55.0000	739316.450599
3.9787	-2.0196	3.5862	-21.0000	55.0000	739316.450599
4.0958	-2.3697	3.4518	-21.0000	55.0000	739316.450599
4.2121	-2.8598	3.2636	-21.0000	55.0000	739316.450599
4.3289	-3.1399	3.1561	-21.0000	55.0000	739316.450599
4.4453	-3.1399	3.1561	-3.0000	55.0000	739316.450599
4.5456	-3.1399	3.1561	12.0000	55.0000	739316.450599
4.6621	-3.4333	3.2185	12.0000	55.0000	739316.450599
4.7625	-3.8735	3.3120	12.0000	55.0000	739316.450599
4.8787	-4.3870	3.4212	12.0000	55.0000	739316.450599
