MAZE_FILE_INDEX	BLOCK	TOUR_HAND	IS_COMPLETE	DELTA_T	N_ERRORS	EOL_RATING	JOL_RATING	RCJ_RATING	PLAYER_LIN_VEL	PLAYER_RAD_VEL	PLAYER_BODY_RADIUS	N_PRAC_TRIALS	N_BLOCKS	TOUR_LIN_VEL	TOUR_RAD_VEL	FRAME_RATE	PERSPEC_ANGLE	EYE_LEVEL	COORD_T_INTERVAL	COORD_MAX_T	N_ROWS	N_COLS	NOW_NUM	DATE
1	1	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
2	2	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
3	3	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
4	4	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
5	5	1	1	13.0181	2	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
6	6	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
7	7	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
8	8	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
9	9	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
10	10	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
11	11	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
12	12	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
13	13	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
14	14	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
15	15	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
16	16	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
17	17	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
18	18	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
19	19	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
20	20	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739312.759713	01-Mar-2024 18:13:59
