MAZE_FILE_INDEX	BLOCK	TOUR_HAND	IS_COMPLETE	DELTA_T	N_ERRORS	EOL_RATING	JOL_RATING	RCJ_RATING	PLAYER_LIN_VEL	PLAYER_RAD_VEL	PLAYER_BODY_RADIUS	N_PRAC_TRIALS	N_BLOCKS	TOUR_LIN_VEL	TOUR_RAD_VEL	FRAME_RATE	PERSPEC_ANGLE	EYE_LEVEL	COORD_T_INTERVAL	COORD_MAX_T	N_ROWS	N_COLS	NOW_NUM	DATE
2	1	1	1	20.4812	2	0	0	75	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
19	2	2	1	13.8306	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
7	3	1	1	13.4290	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
14	4	2	1	14.9629	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
11	5	1	1	13.9117	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
10	6	2	1	9.2356	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
12	7	1	1	21.9316	1	0	0	75	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
1	8	2	1	9.7147	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
6	9	1	1	10.0144	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
3	10	2	1	13.3841	1	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
13	11	1	1	13.9957	0	0	0	75	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
15	12	2	1	10.0694	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
18	13	1	1	10.8457	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
16	14	2	1	15.9798	3	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
4	15	1	1	12.1680	1	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
5	16	2	1	6.6833	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
17	17	1	1	19.6493	0	0	0	100	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
8	18	2	1	12.9499	2	0	0	75	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739456.389186	23-Jul-2024 09:20:25
