MAZE_FILE_INDEX	BLOCK	TOUR_HAND	IS_COMPLETE	DELTA_T	N_ERRORS	EOL_RATING	JOL_RATING	RCJ_RATING	PLAYER_LIN_VEL	PLAYER_RAD_VEL	PLAYER_BODY_RADIUS	N_PRAC_TRIALS	N_BLOCKS	TOUR_LIN_VEL	TOUR_RAD_VEL	FRAME_RATE	PERSPEC_ANGLE	EYE_LEVEL	COORD_T_INTERVAL	COORD_MAX_T	N_ROWS	N_COLS	NOW_NUM	DATE
3	1	1	1	7.7911	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
16	2	2	1	21.5349	3	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
1	3	1	1	13.8414	2	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
15	4	2	1	10.9115	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
4	5	1	1	11.1749	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
18	6	2	1	13.9955	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
5	7	1	1	7.0737	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
17	8	2	1	18.7299	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
7	9	1	1	16.9143	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
10	10	2	1	10.8198	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
12	11	1	1	14.7786	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
13	12	2	1	14.3866	0	0	0	75	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
20	13	1	1	12.7778	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
19	14	2	1	13.8821	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
14	15	1	1	16.0428	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
9	16	2	1	7.7495	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
8	17	1	1	18.0675	2	0	0	0	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
11	18	2	1	11.7222	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
6	19	1	1	13.2958	1	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
2	20	2	1	12.2998	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.714608	24-Oct-2024 17:09:02
15	1	1	1	10.8539	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
10	2	2	1	16.6614	0	0	0	0	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
16	3	1	1	13.1802	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
5	4	2	1	6.8907	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
9	5	1	1	7.1972	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
12	6	2	1	14.1644	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
20	7	1	1	12.2141	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
13	8	2	1	15.1098	1	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
1	9	1	1	9.7748	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
18	10	2	1	12.5986	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
8	11	1	1	18.2106	2	0	0	0	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
11	12	2	1	21.6581	2	0	0	0	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
7	13	1	1	17.8333	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
19	14	2	1	13.1036	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
6	15	1	1	10.6468	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
3	16	2	1	10.9128	1	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
4	17	1	1	22.4365	3	0	0	0	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
14	18	2	1	16.8954	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
17	19	1	1	20.2655	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
2	20	2	1	12.0457	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739549.748631	24-Oct-2024 17:58:01
