T	X	Y	HEADING	PERPSECTIVE_ANGLE	NOW_NUM
0.1004	0.0000	0.0000	45.0000	55.0000	739488.757390
0.2006	0.0000	0.0000	45.0000	55.0000	739488.757390
0.3336	0.0000	0.0000	45.0000	55.0000	739488.757390
0.4503	0.0000	0.0000	45.0000	55.0000	739488.757390
0.5670	0.0000	0.0000	45.0000	55.0000	739488.757390
0.6838	0.0000	0.0000	50.0000	55.0000	739488.757390
0.8005	-0.0483	0.0759	58.7500	55.0000	739488.757390
0.9007	-0.1297	0.2363	66.2500	55.0000	739488.757390
1.0173	-0.1971	0.4350	75.0000	55.0000	739488.757390
1.1175	-0.2303	0.6118	82.5000	55.0000	739488.757390
1.2342	-0.2394	0.8214	91.2500	55.0000	739488.757390
1.3343	-0.2224	1.0005	97.5000	55.0000	739488.757390
1.4345	-0.1989	1.1790	97.5000	55.0000	739488.757390
1.5346	-0.1754	1.3574	97.5000	55.0000	739488.757390
1.6510	-0.1617	1.5668	90.0000	55.0000	739488.757390
1.7514	-0.1754	1.7461	82.5000	55.0000	739488.757390
1.8520	-0.2125	1.9221	75.0000	55.0000	739488.757390
1.9682	-0.2750	2.1226	72.5000	55.0000	739488.757390
2.0850	-0.3381	2.3229	72.5000	55.0000	739488.757390
2.2018	-0.4013	2.5232	72.5000	55.0000	739488.757390
2.3021	-0.4683	2.6901	65.0000	55.0000	739488.757390
2.4186	-0.5732	2.8718	56.2500	55.0000	739488.757390
2.5352	-0.7045	3.0354	47.5000	55.0000	739488.757390
2.6354	-0.8358	3.1584	40.0000	55.0000	739488.757390
2.7522	-1.0077	3.2787	31.2500	55.0000	739488.757390
2.8523	-1.1681	3.3600	23.7500	55.0000	739488.757390
2.9692	-1.3668	3.4275	15.0000	55.0000	739488.757390
3.0694	-1.5436	3.4606	7.5000	55.0000	739488.757390
3.1861	-1.7532	3.4698	-1.2500	55.0000	739488.757390
3.3027	-1.9630	3.4606	-2.5000	55.0000	739488.757390
3.4029	-2.1428	3.4528	-2.5000	55.0000	739488.757390
3.5195	-2.3526	3.4436	-2.5000	55.0000	739488.757390
3.6364	-2.5624	3.4344	-2.5000	55.0000	739488.757390
3.7531	-2.7719	3.4214	-6.2500	55.0000	739488.757390
3.8699	-2.9777	3.3804	-15.0000	55.0000	739488.757390
3.9701	-3.1474	3.3208	-22.5000	55.0000	739488.757390
4.0867	-3.3335	3.2239	-31.2500	55.0000	739488.757390
4.2035	-3.5106	3.1111	-32.5000	55.0000	739488.757390
4.3037	-3.6624	3.0143	-32.5000	55.0000	739488.757390
4.4206	-3.8384	2.8999	-35.0000	55.0000	739488.757390
4.5371	-3.9991	2.7650	-43.7500	55.0000	739488.757390
4.6539	-4.1480	2.6170	-47.5000	55.0000	739488.757390
4.7540	-4.2591	2.4755	-55.0000	55.0000	739488.757390
4.8708	-4.3640	2.2938	-63.7500	55.0000	739488.757390
4.9709	-4.4310	2.1269	-71.2500	55.0000	739488.757390
5.0711	-4.4757	1.9527	-78.7500	55.0000	739488.757390
5.1878	-4.4985	1.7441	-87.5000	55.0000	739488.757390
5.2880	-4.4992	1.7141	-95.0000	55.0000	739488.757390
5.4047	-4.4992	1.7141	-103.7500	55.0000	739488.757390
5.5214	-4.4992	1.7141	-112.5000	55.0000	739488.757390
5.6381	-4.4992	1.7141	-121.2500	55.0000	739488.757390
5.7383	-4.4992	1.7141	-128.7500	55.0000	739488.757390
5.8550	-4.4992	1.7141	-137.5000	55.0000	739488.757390
5.9552	-4.4992	1.7141	-145.0000	55.0000	739488.757390
6.0719	-4.4992	1.7141	-153.7500	55.0000	739488.757390
6.1721	-4.3322	1.6471	-161.2500	55.0000	739488.757390
6.2888	-4.1402	1.5626	-152.5000	55.0000	739488.757390
6.4055	-3.9633	1.4499	-143.7500	55.0000	739488.757390
6.5222	-3.8055	1.3116	-135.0000	55.0000	739488.757390
6.6390	-3.6707	1.1508	-126.2500	55.0000	739488.757390
6.7391	-3.5757	0.9981	-118.7500	55.0000	739488.757390
6.8394	-3.5359	0.9174	-111.2500	55.0000	739488.757390
6.9560	-3.5359	0.9174	-102.5000	55.0000	739488.757390
7.0727	-3.5359	0.9174	-93.7500	55.0000	739488.757390
7.1729	-3.5392	0.7675	-86.2500	55.0000	739488.757390
7.2896	-3.5490	0.6780	-77.5000	55.0000	739488.757390
7.3898	-3.5490	0.6780	-70.0000	55.0000	739488.757390
7.4899	-3.5490	0.6780	-62.5000	55.0000	739488.757390
7.5900	-3.5490	0.6780	-55.0000	55.0000	739488.757390
7.7067	-3.5490	0.6780	-46.2500	55.0000	739488.757390
7.8068	-3.5490	0.6780	-38.7500	55.0000	739488.757390
7.9069	-3.5490	0.6780	-31.2500	55.0000	739488.757390
8.0070	-3.5490	0.6780	-23.7500	55.0000	739488.757390
8.1236	-3.6067	0.6619	-15.0000	55.0000	739488.757390
8.2238	-3.7835	0.6287	-7.5000	55.0000	739488.757390
8.3405	-3.9931	0.6196	1.2500	55.0000	739488.757390
8.4407	-4.1731	0.6235	1.2500	55.0000	739488.757390
8.5574	-4.3830	0.6281	1.2500	55.0000	739488.757390
