1	1	1	1	19.6655	3	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
2	2	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
3	3	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
4	4	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
5	5	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
6	6	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
7	7	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
8	8	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
9	9	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
10	10	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
11	11	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
12	12	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
13	13	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
14	14	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
15	15	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
16	16	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
17	17	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
18	18	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
19	19	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
20	20	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.780053	20-Feb-2024 18:43:16
1	1	1	1	18.9755	3	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
2	2	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
3	3	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
4	4	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
5	5	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
6	6	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
7	7	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
8	8	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
9	9	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
10	10	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
11	11	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
12	12	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
13	13	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
14	14	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
15	15	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
16	16	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
17	17	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
18	18	2	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
19	19	1	0	0.0000	0	0	0	0	0.0750	3.0000	0.1250	1	20	0.0750	3.0000	60.0000	55.0000	-0.4000	0.1000	180.0000	1920	1080	739302.822354	20-Feb-2024 19:44:11
