T	X	Y	HEADING	PERPSECTIVE_ANGLE	NOW_NUM
0.1134	0.0000	0.0000	45.0000	55.0000	739557.432392
0.2261	0.0000	0.0000	45.0000	55.0000	739557.432392
0.3422	0.0000	0.0000	45.0000	55.0000	739557.432392
0.4425	0.0000	0.0000	45.0000	55.0000	739557.432392
0.5428	0.0000	0.0000	45.0000	55.0000	739557.432392
0.6443	0.0000	0.0000	45.0000	55.0000	739557.432392
0.7591	0.0000	0.0000	45.0000	55.0000	739557.432392
0.8592	0.0000	0.0000	45.0000	55.0000	739557.432392
0.9594	0.0000	0.0000	45.0000	55.0000	739557.432392
1.0757	0.0000	0.0000	45.0000	55.0000	739557.432392
1.1925	0.0000	0.0000	45.0000	55.0000	739557.432392
1.3089	0.0000	0.0000	45.0000	55.0000	739557.432392
1.4091	0.0000	0.0000	45.0000	55.0000	739557.432392
1.5092	0.0000	0.0000	51.1000	55.0000	739557.432392
1.6262	0.0000	0.0000	59.6400	55.0000	739557.432392
1.7424	0.0000	0.0000	68.1800	55.0000	739557.432392
1.8591	0.0000	0.0000	73.0600	55.0000	739557.432392
1.9758	0.0000	0.0000	73.0600	55.0000	739557.432392
2.0926	-0.0350	0.1148	73.0600	55.0000	739557.432392
2.2089	-0.0758	0.2487	73.0600	55.0000	739557.432392
2.3257	-0.1165	0.3826	73.0600	55.0000	739557.432392
2.4258	-0.1515	0.4974	73.0600	55.0000	739557.432392
2.5261	-0.1865	0.6122	73.0600	55.0000	739557.432392
2.6262	-0.2214	0.7270	73.0600	55.0000	739557.432392
2.7427	-0.2622	0.8609	73.0600	55.0000	739557.432392
2.8590	-0.3030	0.9949	73.0600	55.0000	739557.432392
2.9592	-0.3380	1.1097	73.0600	55.0000	739557.432392
3.0758	-0.3788	1.2436	73.0600	55.0000	739557.432392
3.1762	-0.4137	1.3584	73.0600	55.0000	739557.432392
3.2929	-0.4606	1.4902	66.9600	55.0000	739557.432392
3.4092	-0.5261	1.6138	58.4200	55.0000	739557.432392
3.5258	-0.6092	1.7263	49.8800	55.0000	739557.432392
3.6260	-0.6931	1.8120	42.5600	55.0000	739557.432392
3.7423	-0.8038	1.8975	34.0200	55.0000	739557.432392
3.8425	-0.8374	1.9192	32.8000	55.0000	739557.432392
3.9449	-0.8374	1.9192	32.8000	55.0000	739557.432392
4.0591	-0.8374	1.9192	32.8000	55.0000	739557.432392
4.1757	-0.8374	1.9192	27.9200	55.0000	739557.432392
