T	X	Y	HEADING	PERPSECTIVE_ANGLE	NOW_NUM
0.1283	0.0000	0.0000	45.0000	55.0000	739411.649185
0.2617	0.0000	0.0000	45.0000	55.0000	739411.649185
0.3785	-0.1061	0.1061	45.0000	55.0000	739411.649185
0.4786	-0.2333	0.2333	45.0000	55.0000	739411.649185
0.5953	-0.3818	0.3818	45.0000	55.0000	739411.649185
0.6953	-0.5043	0.5136	50.0000	55.0000	739411.649185
0.7955	-0.6091	0.6598	57.5000	55.0000	739411.649185
0.9122	-0.7060	0.8459	66.2500	55.0000	739411.649185
1.0289	-0.7759	1.0438	71.2500	55.0000	739411.649185
1.1457	-0.8604	1.2358	62.5000	55.0000	739411.649185
1.2458	-0.9554	1.3886	55.0000	55.0000	739411.649185
1.3459	-1.0695	1.5276	47.5000	55.0000	739411.649185
1.4460	-1.1935	1.6581	48.7500	55.0000	739411.649185
1.5628	-1.3175	1.8273	57.5000	55.0000	739411.649185
1.6630	-1.4023	1.9859	65.0000	55.0000	739411.649185
1.7796	-1.4741	2.1830	73.7500	55.0000	739411.649185
1.8797	-1.5150	2.3583	77.5000	55.0000	739411.649185
1.9965	-1.5604	2.5633	77.5000	55.0000	739411.649185
2.1132	-1.6078	2.7679	75.0000	55.0000	739411.649185
2.2134	-1.6675	2.9376	67.5000	55.0000	739411.649185
2.3134	-1.7488	3.0980	60.0000	55.0000	739411.649185
2.4135	-1.8503	3.2465	52.5000	55.0000	739411.649185
2.5137	-1.9704	3.3804	45.0000	55.0000	739411.649185
2.6141	-2.1069	3.4976	37.5000	55.0000	739411.649185
2.7305	-2.2839	3.6103	28.7500	55.0000	739411.649185
2.8305	-2.4477	3.6845	21.2500	55.0000	739411.649185
2.9306	-2.6198	3.7367	13.7500	55.0000	739411.649185
3.0307	-2.7973	3.7660	6.2500	55.0000	739411.649185
3.1309	-2.9771	3.7719	-1.2500	55.0000	739411.649185
3.2477	-3.1856	3.7491	-10.0000	55.0000	739411.649185
3.3656	-3.3883	3.6948	-18.7500	55.0000	739411.649185
3.4812	-3.5844	3.6199	-18.7500	55.0000	739411.649185
3.5813	-3.7587	3.5752	-11.2500	55.0000	739411.649185
3.6980	-3.9672	3.5524	-2.5000	55.0000	739411.649185
3.7981	-4.1470	3.5583	5.0000	55.0000	739411.649185
3.9148	-4.3562	3.5766	5.0000	55.0000	739411.649185
4.0149	-4.5343	3.6020	11.2500	55.0000	739411.649185
4.1317	-4.7357	3.6607	20.0000	55.0000	739411.649185
4.2319	-4.8995	3.7350	27.5000	55.0000	739411.649185
4.3486	-4.9518	3.7644	36.2500	55.0000	739411.649185
4.4653	-4.9518	3.7644	45.0000	55.0000	739411.649185
4.5654	-4.9518	3.7644	46.2500	55.0000	739411.649185
4.6655	-4.9518	3.7644	46.2500	55.0000	739411.649185
4.7657	-4.9518	3.7644	46.2500	55.0000	739411.649185
4.8823	-4.9518	3.7644	46.2500	55.0000	739411.649185
4.9824	-4.9518	3.7644	46.2500	55.0000	739411.649185
5.0825	-4.9518	3.7644	46.2500	55.0000	739411.649185
5.1826	-4.9518	3.7644	46.2500	55.0000	739411.649185
5.2827	-4.9518	3.7644	46.2500	55.0000	739411.649185
5.3828	-4.9518	3.7644	46.2500	55.0000	739411.649185
5.4996	-5.0141	3.8294	46.2500	55.0000	739411.649185
5.5998	-5.1453	3.9524	40.0000	55.0000	739411.649185
5.7166	-5.3172	4.0727	31.2500	55.0000	739411.649185
5.8332	-5.4957	4.1833	33.7500	55.0000	739411.649185
5.9332	-5.6372	4.2944	41.2500	55.0000	739411.649185
6.0334	-5.7630	4.4229	48.7500	55.0000	739411.649185
6.1335	-5.8709	4.5668	56.2500	55.0000	739411.649185
6.2502	-5.8709	4.6588	65.0000	55.0000	739411.649185
6.3503	-5.8709	4.7430	72.5000	55.0000	739411.649185
6.4670	-5.8709	4.8288	72.5000	55.0000	739411.649185
6.5672	-5.8709	4.8288	72.5000	55.0000	739411.649185
6.6673	-5.8709	4.8288	72.5000	55.0000	739411.649185
6.7841	-5.8709	4.8288	72.5000	55.0000	739411.649185
6.9008	-5.8258	4.6857	72.5000	55.0000	739411.649185
7.0175	-5.7627	4.4855	72.5000	55.0000	739411.649185
7.1177	-5.7085	4.3138	72.5000	55.0000	739411.649185
7.2344	-5.6454	4.1135	72.5000	55.0000	739411.649185
7.3345	-5.5913	3.9418	72.5000	55.0000	739411.649185
7.4346	-5.5371	3.7702	72.5000	55.0000	739411.649185
7.5347	-5.4830	3.5985	72.5000	55.0000	739411.649185
7.6348	-5.4289	3.4268	72.5000	55.0000	739411.649185
7.7349	-5.3785	3.2541	76.2500	55.0000	739411.649185
7.8351	-5.3610	3.1658	83.7500	55.0000	739411.649185
7.9520	-5.3610	3.1658	92.5000	55.0000	739411.649185
8.0685	-5.3453	3.2544	101.2500	55.0000	739411.649185
8.1686	-5.3102	3.4310	101.2500	55.0000	739411.649185
8.2687	-5.2751	3.6075	101.2500	55.0000	739411.649185
8.3688	-5.2419	3.7844	98.7500	55.0000	739411.649185
8.4689	-5.2282	3.9638	91.2500	55.0000	739411.649185
8.5856	-5.2236	4.1737	91.2500	55.0000	739411.649185
8.6858	-5.2197	4.3537	91.2500	55.0000	739411.649185
8.8025	-5.2151	4.5636	91.2500	55.0000	739411.649185
8.9026	-5.2014	4.7430	97.5000	55.0000	739411.649185
9.0027	-5.1663	4.9195	102.5000	55.0000	739411.649185
9.1028	-5.1273	5.0952	102.5000	55.0000	739411.649185
9.2195	-5.0999	5.3032	93.7500	55.0000	739411.649185
9.3197	-5.1019	5.4831	86.2500	55.0000	739411.649185
9.4198	-5.1273	5.6611	78.7500	55.0000	739411.649185
9.5199	-5.1758	5.8344	71.2500	55.0000	739411.649185
9.6366	-5.1758	5.8344	62.5000	55.0000	739411.649185
9.7366	-5.1758	5.8344	55.0000	55.0000	739411.649185
9.8368	-5.1758	5.8344	47.5000	55.0000	739411.649185
9.9535	-5.1758	5.8344	38.7500	55.0000	739411.649185
10.0536	-5.1758	5.8344	31.2500	55.0000	739411.649185
10.1537	-5.1758	5.8344	23.7500	55.0000	739411.649185
10.2538	-5.1758	5.8344	16.2500	55.0000	739411.649185
10.3540	-5.0872	5.8187	8.7500	55.0000	739411.649185
10.4541	-4.9080	5.8011	5.0000	55.0000	739411.649185
10.5706	-4.8184	5.7932	5.0000	55.0000	739411.649185
10.6708	-4.8184	5.7932	5.0000	55.0000	739411.649185
10.7876	-4.8184	5.7932	5.0000	55.0000	739411.649185
10.9042	-4.8184	5.7932	5.0000	55.0000	739411.649185
11.0044	-4.8184	5.7932	5.0000	55.0000	739411.649185
11.1046	-4.8782	5.7985	5.0000	55.0000	739411.649185
11.2214	-5.0874	5.8168	5.0000	55.0000	739411.649185
11.3381	-5.2966	5.8351	5.0000	55.0000	739411.649185
11.4382	-5.4759	5.8508	5.0000	55.0000	739411.649185
11.5383	-5.6552	5.8665	5.0000	55.0000	739411.649185
11.6384	-5.7897	5.8743	5.0000	55.0000	739411.649185
11.7386	-5.8345	5.8743	5.0000	55.0000	739411.649185
11.8553	-5.8345	5.8743	5.0000	55.0000	739411.649185
11.9720	-5.6851	5.8612	5.0000	55.0000	739411.649185
12.0720	-5.5058	5.8455	5.0000	55.0000	739411.649185
12.1722	-5.3264	5.8298	5.0000	55.0000	739411.649185
12.2889	-5.1172	5.8115	5.0000	55.0000	739411.649185
12.3891	-4.9379	5.7959	5.0000	55.0000	739411.649185
12.4891	-4.7586	5.7802	5.0000	55.0000	739411.649185
12.5893	-4.5793	5.7645	5.0000	55.0000	739411.649185
12.7059	-4.3701	5.7462	5.0000	55.0000	739411.649185
12.8060	-4.1908	5.7305	5.0000	55.0000	739411.649185
12.9061	-4.0113	5.7168	2.5000	55.0000	739411.649185
13.0062	-3.9813	5.7161	-5.0000	55.0000	739411.649185
13.1063	-3.9813	5.7161	-12.5000	55.0000	739411.649185
13.2064	-4.1535	5.6639	-20.0000	55.0000	739411.649185
13.3065	-4.3226	5.6023	-20.0000	55.0000	739411.649185
13.4233	-4.5200	5.5305	-20.0000	55.0000	739411.649185
13.5400	-4.7193	5.4649	-15.0000	55.0000	739411.649185
13.6401	-4.8961	5.4317	-7.5000	55.0000	739411.649185
13.7402	-5.0757	5.4219	0.0000	55.0000	739411.649185
13.8403	-5.2553	5.4337	5.0000	55.0000	739411.649185
13.9404	-5.4346	5.4494	5.0000	55.0000	739411.649185
14.0405	-5.6139	5.4651	5.0000	55.0000	739411.649185
14.1406	-5.7932	5.4808	5.0000	55.0000	739411.649185
14.2577	-5.8530	5.4925	5.0000	55.0000	739411.649185
14.3741	-5.8530	5.4951	5.0000	55.0000	739411.649185
