T	X	Y	HEADING	PERPSECTIVE_ANGLE	NOW_NUM
0.1303	0.0000	0.0000	45.0000	55.0000	739582.631510
0.2316	0.0000	0.0000	45.0000	55.0000	739582.631510
0.3472	0.0000	0.0000	45.0000	55.0000	739582.631510
0.4634	0.0000	0.0000	45.0000	55.0000	739582.631510
0.5635	0.0000	0.0000	45.0000	55.0000	739582.631510
0.6637	0.0000	0.0000	45.0000	55.0000	739582.631510
0.7805	0.0000	0.0000	45.0000	55.0000	739582.631510
0.8973	0.0000	0.0000	45.0000	55.0000	739582.631510
0.9976	0.0000	0.0000	45.0000	55.0000	739582.631510
1.1139	0.0000	0.0000	45.0000	55.0000	739582.631510
1.2140	0.0000	0.0000	45.0000	55.0000	739582.631510
1.3142	0.0000	0.0000	47.4400	55.0000	739582.631510
1.4144	0.0000	0.0000	53.5400	55.0000	739582.631510
1.5312	0.0000	0.0000	53.5400	55.0000	739582.631510
1.6479	0.0000	0.0000	53.5400	55.0000	739582.631510
1.7480	0.0000	0.0000	53.5400	55.0000	739582.631510
1.8648	0.0000	0.0000	57.2000	55.0000	739582.631510
1.9648	0.0000	0.0000	64.5200	55.0000	739582.631510
2.0815	0.0000	0.0000	66.9600	55.0000	739582.631510
2.1817	-0.0078	0.0184	66.9600	55.0000	739582.631510
2.2985	-0.0626	0.1472	66.9600	55.0000	739582.631510
2.4152	-0.1174	0.2761	66.9600	55.0000	739582.631510
2.5153	-0.1644	0.3865	66.9600	55.0000	739582.631510
2.6156	-0.2113	0.4969	66.9600	55.0000	739582.631510
2.7322	-0.2274	0.5336	59.6400	55.0000	739582.631510
2.8490	-0.2274	0.5336	51.1000	55.0000	739582.631510
2.9491	-0.2274	0.5336	47.4400	55.0000	739582.631510
3.0658	-0.2409	0.5483	47.4400	55.0000	739582.631510
3.1659	-0.3221	0.6367	47.4400	55.0000	739582.631510
3.2826	-0.4168	0.7398	47.4400	55.0000	739582.631510
3.3827	-0.4979	0.8282	47.4400	55.0000	739582.631510
3.4995	-0.5926	0.9313	47.4400	55.0000	739582.631510
3.6163	-0.6873	1.0344	47.4400	55.0000	739582.631510
3.7164	-0.7685	1.1228	47.4400	55.0000	739582.631510
3.8331	-0.8632	1.2259	47.4400	55.0000	739582.631510
3.9333	-0.9443	1.3143	47.4400	55.0000	739582.631510
4.0500	-0.9714	1.3438	51.1000	55.0000	739582.631510
4.1502	-0.9714	1.3438	58.4200	55.0000	739582.631510
4.2669	-0.9714	1.3438	66.9600	55.0000	739582.631510
4.3837	-0.9714	1.3438	68.1800	55.0000	739582.631510
4.4839	-1.0160	1.4552	68.1800	55.0000	739582.631510
4.6004	-1.0680	1.5852	68.1800	55.0000	739582.631510
4.7007	-1.1126	1.6966	68.1800	55.0000	739582.631510
4.8172	-1.1647	1.8265	68.1800	55.0000	739582.631510
4.9174	-1.2093	1.9379	68.1800	55.0000	739582.631510
5.0175	-1.2539	2.0493	68.1800	55.0000	739582.631510
5.1176	-1.2985	2.1607	68.1800	55.0000	739582.631510
5.2176	-1.3431	2.2721	68.1800	55.0000	739582.631510
5.3177	-1.3877	2.3835	68.1800	55.0000	739582.631510
5.4179	-1.4323	2.4950	68.1800	55.0000	739582.631510
5.5180	-1.4769	2.6064	68.1800	55.0000	739582.631510
5.6181	-1.5215	2.7178	68.1800	55.0000	739582.631510
5.7182	-1.5661	2.8292	68.1800	55.0000	739582.631510
5.8349	-1.6181	2.9591	68.1800	55.0000	739582.631510
5.9350	-1.6565	3.0515	64.5200	55.0000	739582.631510
6.0352	-1.6565	3.0515	57.2000	55.0000	739582.631510
6.1518	-1.6565	3.0515	48.6600	55.0000	739582.631510
6.2519	-1.6565	3.0515	41.3400	55.0000	739582.631510
6.3687	-1.6565	3.0515	36.4600	55.0000	739582.631510
6.4856	-1.7369	3.1109	36.4600	55.0000	739582.631510
6.6022	-1.8495	3.1941	36.4600	55.0000	739582.631510
6.7024	-1.9460	3.2654	36.4600	55.0000	739582.631510
6.8191	-2.0586	3.3486	36.4600	55.0000	739582.631510
6.9191	-2.1069	3.3843	32.8000	55.0000	739582.631510
7.0361	-2.1069	3.3843	24.2600	55.0000	739582.631510
7.1527	-2.1069	3.3843	15.7200	55.0000	739582.631510
7.2530	-2.1069	3.3843	8.4000	55.0000	739582.631510
7.3696	-2.1069	3.3843	-0.1400	55.0000	739582.631510
7.4697	-2.1669	3.3841	-0.1400	55.0000	739582.631510
7.5867	-2.3069	3.3838	-0.1400	55.0000	739582.631510
7.7033	-2.4469	3.3834	-0.1400	55.0000	739582.631510
7.8199	-2.5869	3.3831	-0.1400	55.0000	739582.631510
7.9200	-2.7069	3.3828	-0.1400	55.0000	739582.631510
8.0202	-2.8269	3.3825	-0.1400	55.0000	739582.631510
8.1203	-2.9469	3.3822	-0.1400	55.0000	739582.631510
8.2370	-3.0869	3.3819	-0.1400	55.0000	739582.631510
8.3370	-3.2069	3.3816	-0.1400	55.0000	739582.631510
8.4538	-3.3469	3.3812	-0.1400	55.0000	739582.631510
8.5540	-3.4669	3.3809	-0.1400	55.0000	739582.631510
8.6541	-3.5869	3.3806	-0.1400	55.0000	739582.631510
8.7711	-3.7269	3.3803	-0.1400	55.0000	739582.631510
8.8875	-3.8669	3.3800	-0.1400	55.0000	739582.631510
8.9876	-3.9869	3.3797	-0.1400	55.0000	739582.631510
9.0877	-4.1069	3.3794	-0.1400	55.0000	739582.631510
9.1877	-4.2269	3.3791	-0.1400	55.0000	739582.631510
9.2878	-4.3469	3.3788	-0.1400	55.0000	739582.631510
9.4048	-4.4869	3.3784	-0.1400	55.0000	739582.631510
9.5215	-4.6269	3.3781	-0.1400	55.0000	739582.631510
9.6215	-4.6669	3.3780	3.5200	55.0000	739582.631510
9.7383	-4.6669	3.3780	12.0600	55.0000	739582.631510
9.8384	-4.6669	3.3780	19.3800	55.0000	739582.631510
9.9385	-4.6669	3.3780	21.8200	55.0000	739582.631510
10.0386	-4.7783	3.4226	21.8200	55.0000	739582.631510
10.1387	-4.8897	3.4672	21.8200	55.0000	739582.631510
10.2388	-5.0011	3.5118	21.8200	55.0000	739582.631510
10.3389	-5.1125	3.5564	21.8200	55.0000	739582.631510
10.4390	-5.2053	3.5936	21.8200	55.0000	739582.631510
10.5557	-5.2053	3.5936	29.1400	55.0000	739582.631510
10.6558	-5.2053	3.5936	36.4600	55.0000	739582.631510
10.7559	-5.2053	3.5936	43.7800	55.0000	739582.631510
10.8725	-5.2053	3.5936	52.3200	55.0000	739582.631510
10.9729	-5.2053	3.5936	59.6400	55.0000	739582.631510
11.0895	-5.2053	3.5936	68.1800	55.0000	739582.631510
11.1896	-5.2053	3.5936	75.5000	55.0000	739582.631510
11.2897	-5.2053	3.5936	82.8200	55.0000	739582.631510
11.4063	-5.2053	3.5936	91.3600	55.0000	739582.631510
11.5065	-5.2053	3.5936	96.2400	55.0000	739582.631510
11.6233	-5.2053	3.5936	96.2400	55.0000	739582.631510
11.7245	-5.2053	3.5936	96.2400	55.0000	739582.631510
