MAZE_FILE_INDEX	BLOCK	TOUR_HAND	IS_COMPLETE	DELTA_T	N_ERRORS	EOL_RATING	JOL_RATING	RCJ_RATING	PLAYER_LIN_VEL	PLAYER_RAD_VEL	PLAYER_BODY_RADIUS	N_PRAC_TRIALS	N_BLOCKS	TOUR_LIN_VEL	TOUR_RAD_VEL	FRAME_RATE	PERSPEC_ANGLE	EYE_LEVEL	COORD_T_INTERVAL	COORD_MAX_T	N_ROWS	N_COLS	NOW_NUM	DATE
6	1	1	1	15.2612	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
13	2	2	1	18.8644	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
8	3	1	1	24.2787	2	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
15	4	2	1	26.2490	3	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
9	5	1	1	27.9104	5	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
3	6	2	1	24.6588	1	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
1	7	1	1	15.2010	1	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
17	8	2	1	38.1134	3	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
5	9	1	1	19.8008	1	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
16	10	2	1	27.7647	3	0	0	75	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
7	11	1	1	18.3332	1	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
18	12	2	1	30.3996	3	0	0	75	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
10	13	1	1	12.0010	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
19	14	2	1	26.4649	1	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
12	15	1	1	18.8626	0	0	0	75	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
20	16	2	1	13.3748	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
14	17	1	1	23.8958	1	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
11	18	2	1	21.3450	1	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
4	19	1	1	19.5646	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
2	20	2	1	30.3614	4	0	0	25	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.475003	17-Oct-2024 11:24:00
14	1	1	1	19.2972	1	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
16	2	2	1	26.0219	2	0	0	75	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
3	3	1	1	32.9658	2	0	0	25	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
6	4	2	1	33.1930	6	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
11	5	1	1	21.6493	0	0	0	75	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
1	6	2	1	23.5513	2	0	0	75	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
5	7	1	1	8.9380	0	0	0	0	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
2	8	2	1	26.2197	3	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
9	9	1	1	34.4486	6	0	0	25	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
13	10	2	1	37.7130	1	0	0	25	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
19	11	1	1	19.0819	1	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
10	12	2	1	14.4770	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
4	13	1	1	14.2414	0	0	0	0	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
20	14	2	1	23.2662	0	0	0	100	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
7	15	1	1	24.4623	1	0	0	50	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
15	16	2	1	31.0071	3	0	0	25	0.0200	1.2200	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739542.498793	17-Oct-2024 11:58:15
