MAZE_FILE_INDEX	BLOCK	TOUR_HAND	IS_COMPLETE	DELTA_T	N_ERRORS	EOL_RATING	JOL_RATING	RCJ_RATING	PLAYER_LIN_VEL	PLAYER_RAD_VEL	PLAYER_BODY_RADIUS	N_PRAC_TRIALS	N_BLOCKS	TOUR_LIN_VEL	TOUR_RAD_VEL	FRAME_RATE	PERSPEC_ANGLE	EYE_LEVEL	COORD_T_INTERVAL	COORD_MAX_T	N_ROWS	N_COLS	NOW_NUM	DATE
1	1	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
2	2	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
3	3	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
4	4	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
5	5	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
6	6	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
7	7	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
8	8	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
9	9	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
10	10	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
11	11	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
12	12	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
13	13	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
14	14	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
15	15	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
16	16	2	1	23.4140	1	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
17	17	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
18	18	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
19	19	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
20	20	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739417.434903	14-Jun-2024 10:26:15
1	1	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
2	2	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
3	3	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
4	4	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
5	5	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
6	6	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
7	7	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
8	8	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
9	9	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
10	10	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
11	11	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
12	12	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
13	13	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
14	14	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
15	15	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
16	16	2	1	51.8357	1	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
17	17	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
18	18	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
19	19	1	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
20	20	2	0	0.0000	0	0	0	0	0.0300	1.2500	0.1250	1	20	0.0750	1.2500	60.0000	55.0000	-0.4000	0.1000	240.0000	1920	1080	739418.861438	15-Jun-2024 20:40:28
