TIME(2024/07/22 16:51:07.771),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,USER,GSR,GSRV,HR,HRV,
0.00000,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.01427,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.02804,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.04194,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.05572,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.06996,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.08371,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.09763,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.11168,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.12556,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.13890,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.15282,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.16665,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.18109,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.19450,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.20806,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.22205,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.23607,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.24965,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.26371,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.27739,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.29139,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.30526,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.31901,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.33279,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.34700,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.36077,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.37484,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.38814,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.40254,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.41599,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.43015,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.44420,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.45792,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.47149,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.48554,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.49940,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.51379,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.52718,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.54155,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.55544,0.00000,0.00000,0.00000,0.00000,1,0,,0,0,0,0,
0.56874,-0.24238,0.17961,0.00000,0.00000,1,0,,0,0,0,0,
0.58250,-0.40883,0.38991,0.00000,0.00000,1,0,,0,0,0,0,
0.59641,-0.37086,0.40526,0.00000,0.00000,1,0,,0,0,0,0,
0.61017,-0.26766,0.45969,0.00000,0.00000,1,0,,0,0,0,0,
0.62415,-0.12374,0.53064,0.00000,0.00000,1,0,,0,0,0,0,
0.63804,-0.05040,0.56669,0.00000,0.00000,1,0,,0,0,0,0,
0.65199,0.04430,0.61494,0.00000,0.00000,1,0,,0,0,0,0,
0.66555,0.19354,0.70260,0.00000,0.00000,1,0,,0,0,0,0,
0.67974,0.25877,0.74809,0.00000,0.00000,1,0,,0,0,0,0,
0.69333,0.32725,0.81684,0.00000,0.00000,1,0,,0,0,0,0,
0.70752,0.43118,0.90722,0.00000,0.00000,1,0,,0,0,0,0,
0.72120,0.46825,0.94048,0.00000,0.00000,1,0,,0,0,0,0,
0.73494,0.47347,0.95735,0.00000,0.00000,1,0,,0,0,0,0,
0.74889,0.46714,0.95186,0.70752,0.04137,2,1,,0,0,0,0,
0.76291,0.46333,0.94857,0.70752,0.05539,2,1,,0,0,0,0,
0.77650,0.46474,0.95144,0.70752,0.06898,2,1,,0,0,0,0,
0.79057,0.46596,0.95271,0.70752,0.08305,2,1,,0,0,0,0,
0.80416,0.46688,0.95364,0.70752,0.09665,2,1,,0,0,0,0,
0.81807,0.46973,0.95696,0.70752,0.11055,2,1,,0,0,0,0,
0.83179,0.46973,0.95468,0.70752,0.12428,2,1,,0,0,0,0,
0.84617,0.46962,0.95223,0.70752,0.13865,2,1,,0,0,0,0,
0.85995,0.47156,0.94840,0.70752,0.15244,2,1,,0,0,0,0,
0.87381,0.47179,0.94478,0.70752,0.16629,2,1,,0,0,0,0,
0.88768,0.47198,0.94168,0.70752,0.18016,2,1,,0,0,0,0,
0.90130,0.47213,0.93731,0.70752,0.19378,2,1,,0,0,0,0,
0.91533,0.47101,0.93141,0.70752,0.20781,2,1,,0,0,0,0,
0.92905,0.47008,0.92619,0.70752,0.22153,2,1,,0,0,0,0,
0.94274,0.46957,0.92303,0.70752,0.23522,2,1,,0,0,0,0,
0.95709,0.46959,0.91906,0.70752,0.24957,2,1,,0,0,0,0,
0.97085,0.47133,0.88949,0.70752,0.24957,2,0,,0,0,0,0,
0.98476,0.46071,0.84980,0.70752,0.24957,2,0,,0,0,0,0,
0.99828,0.45454,0.85454,0.70752,0.24957,2,0,,0,0,0,0,
1.01235,0.45147,0.85696,0.97085,0.04150,3,1,,0,0,0,0,
1.02644,0.45494,0.85344,0.97085,0.05559,3,1,,0,0,0,0,
1.03970,0.45459,0.84819,0.97085,0.06884,3,1,,0,0,0,0,
1.05364,0.45434,0.84444,0.97085,0.08279,3,1,,0,0,0,0,
1.06789,0.45658,0.84082,0.97085,0.09704,3,1,,0,0,0,0,
1.08125,0.45776,0.84558,0.97085,0.11039,3,1,,0,0,0,0,
1.09555,0.45881,0.85028,0.97085,0.12470,3,1,,0,0,0,0,
1.10930,0.45712,0.84968,0.97085,0.13845,3,1,,0,0,0,0,
1.12323,0.45536,0.84814,0.97085,0.15237,3,1,,0,0,0,0,
1.13693,0.45387,0.84684,0.97085,0.16608,3,1,,0,0,0,0,
1.15075,0.45233,0.84643,0.97085,0.17990,3,1,,0,0,0,0,
1.16470,0.45582,0.84570,0.97085,0.19385,3,1,,0,0,0,0,
1.17876,0.45888,0.84505,0.97085,0.20790,3,1,,0,0,0,0,
1.19261,0.46325,0.84470,0.97085,0.22176,3,1,,0,0,0,0,
1.20782,0.46770,0.84649,0.97085,0.23697,3,1,,0,0,0,0,
1.21987,0.47168,0.84797,0.97085,0.24902,3,1,,0,0,0,0,
1.23413,0.47509,0.84935,0.97085,0.26328,3,1,,0,0,0,0,
1.24785,0.47928,0.84995,0.97085,0.27700,3,1,,0,0,0,0,
1.26160,0.48313,0.85038,0.97085,0.29074,3,1,,0,0,0,0,
1.27567,0.51201,0.85470,0.97085,0.29074,3,0,,0,0,0,0,
1.28948,0.52981,0.87068,0.97085,0.29074,3,0,,0,0,0,0,
1.30350,0.53573,0.87622,0.97085,0.29074,3,0,,0,0,0,0,
1.31726,0.53963,0.87906,1.27567,0.04160,4,1,,0,0,0,0,
1.34257,0.53884,0.88167,1.27567,0.06691,4,1,,0,0,0,0,
1.34977,0.53823,0.88379,1.27567,0.07410,4,1,,0,0,0,0,
1.35871,0.54652,0.88986,1.27567,0.08305,4,1,,0,0,0,0,
1.37313,0.55223,0.89321,1.27567,0.09747,4,1,,0,0,0,0,
1.38649,0.55675,0.89552,1.27567,0.11082,4,1,,0,0,0,0,
1.40097,0.55971,0.89413,1.27567,0.12530,4,1,,0,0,0,0,
1.41453,0.56168,0.89235,1.27567,0.13886,4,1,,0,0,0,0,
1.42850,0.56338,0.89052,1.27567,0.15283,4,1,,0,0,0,0,
1.44258,0.56490,0.89138,1.27567,0.16691,4,1,,0,0,0,0,
1.45594,0.56639,0.89102,1.27567,0.18028,4,1,,0,0,0,0,
1.46960,0.56758,0.89129,1.27567,0.19393,4,1,,0,0,0,0,
1.48365,0.56840,0.89234,1.27567,0.20798,4,1,,0,0,0,0,
1.49743,0.56891,0.89475,1.27567,0.22177,4,1,,0,0,0,0,
1.51189,0.56936,0.89689,1.27567,0.23623,4,1,,0,0,0,0,
1.52517,0.57091,0.89718,1.27567,0.24951,4,1,,0,0,0,0,
1.53897,0.57199,0.89812,1.27567,0.26331,4,1,,0,0,0,0,
1.55275,0.57303,0.89857,1.27567,0.27708,4,1,,0,0,0,0,
1.56683,0.57261,0.89882,1.27567,0.29116,4,1,,0,0,0,0,
1.58064,0.57275,0.89787,1.27567,0.30498,4,1,,0,0,0,0,
1.59426,0.57288,0.89700,1.27567,0.31860,4,1,,0,0,0,0,
1.60831,0.57287,0.89692,1.27567,0.33265,4,1,,0,0,0,0,
1.62229,0.57195,0.89729,1.27567,0.34662,4,1,,0,0,0,0,
1.63587,0.57105,0.89787,1.27567,0.36021,4,1,,0,0,0,0,
1.64995,0.57084,0.89703,1.27567,0.37429,4,1,,0,0,0,0,
1.66354,0.57039,0.89695,1.27567,0.38787,4,1,,0,0,0,0,
1.67774,0.56996,0.89702,1.27567,0.40208,4,1,,0,0,0,0,
1.69149,0.57030,0.89735,1.27567,0.41583,4,1,,0,0,0,0,
1.70512,0.57015,0.89809,1.27567,0.42945,4,1,,0,0,0,0,
1.71933,0.57006,0.89860,1.27567,0.44366,4,1,,0,0,0,0,
1.73321,0.57024,0.89900,1.27567,0.45755,4,1,,0,0,0,0,
1.74754,0.56936,0.89882,1.27567,0.47188,4,1,,0,0,0,0,
1.76147,0.56854,0.89840,1.27567,0.48581,4,1,,0,0,0,0,
1.77447,0.56784,0.89812,1.27567,0.49881,4,1,,0,0,0,0,
1.78873,0.56752,0.89765,1.27567,0.51307,4,1,,0,0,0,0,
1.80220,0.56720,0.89733,1.27567,0.52654,4,1,,0,0,0,0,
1.81631,0.56726,0.89742,1.27567,0.54065,4,1,,0,0,0,0,
1.83007,0.56746,0.89816,1.27567,0.55441,4,1,,0,0,0,0,
1.84397,0.56762,0.89906,1.27567,0.56831,4,1,,0,0,0,0,
1.85798,0.56741,0.89940,1.27567,0.58231,4,1,,0,0,0,0,
1.87260,0.56697,0.89988,1.27567,0.59694,4,1,,0,0,0,0,
1.88566,0.56654,0.90033,1.27567,0.61000,4,1,,0,0,0,0,
1.89959,0.56614,0.90088,1.27567,0.62392,4,1,,0,0,0,0,
1.91313,0.56592,0.90131,1.27567,0.63746,4,1,,0,0,0,0,
1.92697,0.56571,0.90164,1.27567,0.65131,4,1,,0,0,0,0,
1.94096,0.56639,0.90272,1.27567,0.66529,4,1,,0,0,0,0,
1.95514,0.56697,0.90256,1.27567,0.67947,4,1,,0,0,0,0,
1.96875,0.56755,0.90227,1.27567,0.69308,4,1,,0,0,0,0,
1.98384,0.56737,0.90236,1.27567,0.70817,4,1,,0,0,0,0,
1.99660,0.56790,0.90193,1.27567,0.72094,4,1,,0,0,0,0,
2.01009,0.56845,0.90135,1.27567,0.73443,4,1,,0,0,0,0,
2.02421,0.56750,0.89991,1.27567,0.74855,4,1,,0,0,0,0,
2.03827,0.56650,0.89850,1.27567,0.76260,4,1,,0,0,0,0,
2.05256,0.56548,0.89720,1.27567,0.77689,4,1,,0,0,0,0,
2.06641,0.56466,0.89622,1.27567,0.79074,4,1,,0,0,0,0,
2.08012,0.55366,0.87060,1.27567,0.79074,4,0,,0,0,0,0,
2.09440,0.54731,0.86198,1.27567,0.79074,4,0,,0,0,0,0,
2.10756,0.55098,0.85774,1.27567,0.79074,4,0,,0,0,0,0,
2.12119,0.55188,0.86692,2.08012,0.04107,5,1,,0,0,0,0,
2.13521,0.55242,0.87242,2.08012,0.05509,5,1,,0,0,0,0,
2.14898,0.55391,0.87755,2.08012,0.06886,5,1,,0,0,0,0,
2.16308,0.55453,0.88290,2.08012,0.08296,5,1,,0,0,0,0,
2.17735,0.55494,0.88747,2.08012,0.09723,5,1,,0,0,0,0,
2.19083,0.55629,0.91663,2.08012,0.11071,5,1,,0,0,0,0,
2.20415,0.55629,0.91663,2.08012,0.12403,5,1,,0,0,0,0,
2.21799,0.55629,0.91663,2.08012,0.13787,5,1,,0,0,0,0,
2.23231,0.55629,0.91663,2.08012,0.15219,5,1,,0,0,0,0,
2.24594,0.55662,0.92239,2.08012,0.15219,5,0,,0,0,0,0,
2.25951,0.55662,0.92239,2.08012,0.15219,5,0,,0,0,0,0,
