TIME(2024/06/26 12:35:51.795),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,USER,GSR,GSRV,HR,HRV,
0.34631,0.04288,0.20257,0.12476,0.22156,2,1,,341620,1,80,1,
0.80396,0.03198,0.23639,0.36023,0.44373,3,1,,337850,1,80,1,
1.12292,0.03935,0.24094,0.81799,0.30493,4,1,,334390,1,79,1,
1.85730,0.04178,0.27421,1.38574,0.47156,5,1,,328666,1,79,1,
2.23157,0.06101,0.25790,1.87134,0.36023,6,1,,328100,1,77,1,
2.50903,0.56786,0.14843,2.28711,0.22192,7,1,,328100,1,77,1,
3.02148,0.30531,-0.03120,2.81384,0.20764,8,1,,329810,1,72,1,
3.31372,0.32486,-0.01878,3.03540,0.27832,9,1,,330093,1,72,1,
3.79797,0.31125,0.10057,3.53442,0.26355,10,1,,330660,1,70,1,
4.00586,0.36222,0.23992,3.81213,0.19373,11,1,,330660,1,70,1,
4.34595,0.33885,0.25263,4.01990,0.32605,12,1,,330376,1,70,1,
4.74792,0.53859,0.64257,4.56750,0.18042,13,1,,329523,1,70,1,
5.06641,0.56786,0.63522,4.76135,0.30505,14,1,,329810,1,70,1,
5.31592,0.55878,0.62008,5.07996,0.23596,15,1,,329236,1,70,1,
5.62097,0.54960,0.65293,5.33020,0.29077,16,1,,328950,1,70,1,
6.42542,0.54650,0.59429,5.88403,0.54138,17,1,,327526,1,70,0,
7.04846,0.56987,0.64621,6.43872,0.60974,18,1,,326673,1,70,0,
7.61731,0.57711,0.66940,7.06433,0.55298,19,1,,323556,1,70,0,
7.82532,0.49614,0.66904,7.63086,0.19446,20,1,,322310,1,70,0,
7.94983,0.45827,0.65129,7.83948,0.11035,21,1,,321970,1,70,0,
8.60095,0.44442,0.41777,8.17114,0.42981,22,1,,320280,1,70,0,
8.85132,0.40663,0.57791,8.65662,0.19470,23,1,,320280,1,70,0,
9.58582,0.47884,0.42982,8.90613,0.67969,24,1,,320846,1,70,0,
9.97473,0.43211,0.45622,9.59924,0.37549,25,1,,319156,1,70,0,
10.48645,0.32275,0.48709,9.98743,0.49902,26,1,,315230,1,77,1,
10.73547,0.29722,0.45676,10.50061,0.23486,27,1,,313283,1,77,1,
11.20728,0.31234,0.56277,10.95752,0.24976,28,1,,311336,1,81,1,
11.51245,0.35244,0.28959,11.26270,0.24976,29,1,,310783,1,81,1,
11.94238,0.34488,0.23495,11.52588,0.41650,30,1,,311336,1,84,1,
12.46204,0.36215,0.23656,11.95630,0.50574,31,1,,312170,1,86,1,
12.55933,0.38055,0.22748,12.47595,0.08337,32,1,,311893,1,86,1,
13.33545,0.38205,0.21683,12.78101,0.55444,33,1,,313006,1,83,1,
13.62634,0.38849,0.28361,13.34912,0.27722,34,1,,313006,1,83,1,
14.05334,0.41737,0.27350,13.84814,0.20520,35,1,,313006,1,81,1,
14.33337,0.35775,0.22148,14.06091,0.27246,36,1,,311893,1,81,1,
14.61267,0.33402,0.21099,14.34705,0.26562,37,1,,310230,1,79,1,
15.17859,0.11638,0.93003,14.99829,0.18030,38,1,,308563,1,79,1,
15.54639,-0.25505,1.21550,15.24158,0.30481,39,1,,308286,1,78,1,
16.01697,0.10396,0.58328,15.85107,0.16589,40,1,,308560,1,78,1,
16.57153,0.35108,0.34204,16.23926,0.33228,41,1,,309373,1,75,1,
17.07080,0.50386,0.28487,16.87695,0.19385,42,1,,309393,1,75,1,
17.27905,0.55734,0.21466,17.08484,0.19421,43,1,,308543,1,75,1,
17.47314,0.48157,0.24484,17.29272,0.18042,44,1,,307463,1,75,1,
17.91626,0.38436,0.23446,17.48657,0.42969,45,1,,305806,1,76,1,
18.30432,1.82299,1.65145,18.17944,0.12488,46,1,,305260,1,76,1,
18.81750,0.37370,0.35921,18.60962,0.20789,47,1,,305256,1,77,1,
19.57996,0.37933,0.23806,18.83154,0.74841,48,1,,306356,1,79,1,
20.21826,0.38277,0.22761,19.84351,0.37476,49,1,,303883,1,80,1,
21.02148,0.52704,0.69748,20.56458,0.45691,50,1,,301906,1,81,1,
21.24316,0.53843,0.60255,21.03577,0.20740,51,1,,302506,1,81,1,
21.56189,0.43592,0.33923,21.29883,0.26306,52,1,,303056,1,79,1,
21.82593,0.49120,0.50533,21.61804,0.20789,53,1,,302780,1,79,1,
21.97778,0.45699,0.50093,21.83948,0.13831,54,1,,303610,1,79,1,
22.92029,0.29892,0.52047,22.24133,0.67896,55,1,,299613,1,81,1,
23.34338,0.31157,0.52465,22.93494,0.40845,56,1,,298520,1,80,1,
23.60681,0.36121,0.56223,23.35730,0.24951,57,1,,297980,1,80,1,
24.07800,0.38000,0.58756,23.87000,0.20801,58,1,,298793,1,79,1,
24.31360,0.52779,0.57877,24.09192,0.22168,59,1,,299613,1,79,1,
24.57751,0.60789,0.58103,24.32751,0.25000,60,1,,300706,1,77,1,
24.68787,0.59347,0.56431,24.59070,0.09717,61,1,,300980,1,77,1,
25.13171,0.66710,0.59478,24.95129,0.18042,62,1,,302233,1,77,1,
25.32581,0.62535,0.46920,25.14563,0.18018,63,1,,302233,1,78,1,
25.49231,0.53211,0.45266,25.33948,0.15283,64,1,,302506,1,78,1,
26.18494,0.57961,1.98898,26.00452,0.18042,65,1,,302780,1,77,1,
26.54553,0.46107,1.98625,26.36511,0.18042,66,1,,303056,1,77,1,
26.80212,0.76315,1.75602,26.60071,0.20142,67,1,,303333,1,77,1,
27.16956,1.69519,2.22617,26.98889,0.18066,68,1,,304706,1,77,1,
28.38904,0.43535,0.59088,28.18811,0.20093,69,1,,296890,1,79,1,
28.61194,0.53527,0.71139,28.40295,0.20898,70,1,,294990,1,79,1,
28.97131,0.56733,0.69578,28.62512,0.34619,71,1,,293100,1,79,1,
29.26208,0.42114,0.35896,29.06848,0.19360,72,1,,292020,1,81,1,
29.63953,0.34223,0.27232,29.44226,0.19727,73,1,,290943,1,81,1,
29.92810,0.31988,0.20494,29.65076,0.27734,74,1,,289870,1,80,1,
30.23279,0.38889,0.55357,30.19128,0.04150,75,1,,289600,1,80,1,
30.64856,0.42719,0.96186,30.28894,0.35962,76,1,,290676,1,80,1,
31.14026,0.34386,0.43092,30.95984,0.18042,77,1,,292830,1,80,1,
31.36243,0.36653,0.43767,31.15442,0.20801,78,1,,293100,1,79,1,
31.59802,0.51760,0.47459,31.37634,0.22168,79,1,,293100,1,79,1,
31.88904,0.62500,0.47936,31.61194,0.27710,80,1,,291210,1,79,1,
32.11096,0.69257,0.48290,31.90271,0.20825,81,1,,288530,1,78,1,
32.73474,0.42638,0.55781,32.16663,0.56812,82,1,,286120,1,78,1,
33.12952,0.57284,0.57547,32.79578,0.33374,83,1,,285580,1,78,1,
33.29602,0.49183,0.66648,33.14368,0.15234,84,1,,286120,1,78,1,
33.83679,0.50544,0.67563,33.55969,0.27710,85,1,,286656,1,78,1,
34.39172,0.49047,0.62570,34.14197,0.24976,86,1,,285313,1,78,1,
34.58557,0.57773,0.79875,34.40491,0.18066,87,1,,284516,1,78,1,
34.91809,0.99875,1.99614,34.64075,0.27734,88,1,,285046,1,78,1,
35.33411,1.16508,2.33508,34.97327,0.36084,89,1,,285580,1,78,1,
35.84729,0.48745,0.65464,35.59729,0.25000,90,1,,283723,1,78,1,
35.97180,0.50599,0.74175,35.86145,0.11035,91,1,,282390,1,77,1,
36.72058,0.49192,0.31613,36.27649,0.44409,92,1,,277733,1,78,1,
36.78967,0.47143,0.34919,36.73425,0.05542,93,1,,277206,1,78,1,
37.28870,0.49589,0.33153,37.01135,0.27734,94,1,,274840,1,78,1,
37.69104,0.51526,0.34782,37.30237,0.38867,95,1,,274320,1,78,1,
38.77185,0.47800,0.39081,38.12048,0.65137,96,1,,270660,1,78,1,
38.86902,0.51338,0.46039,38.78748,0.08154,97,1,,270400,1,78,1,
39.50671,0.48578,0.33369,39.25671,0.25000,98,1,,273266,1,78,1,
39.57556,0.46864,0.32679,39.51990,0.05566,99,1,,273266,1,78,1,
40.25476,0.43346,0.37841,39.92224,0.33252,100,1,,275363,1,77,1,
40.52527,0.33071,0.34790,40.26892,0.25635,101,1,,276153,1,77,1,
40.84412,0.22427,0.61083,40.58069,0.26343,102,1,,276680,1,75,1,
41.14929,0.41498,0.37979,40.90002,0.24927,103,1,,276943,1,75,1,
41.48206,0.23538,0.52209,41.20544,0.27661,104,1,,276153,1,75,1,
41.70398,0.33586,0.22305,41.53723,0.16675,105,1,,274056,1,75,1,
41.99475,0.51185,0.42336,41.75891,0.23584,106,1,,271440,1,75,1,
42.33435,0.51587,0.42817,42.01453,0.31982,107,1,,270400,1,74,1,
42.68127,0.51511,0.43199,42.34827,0.33301,108,1,,269873,1,74,1,
42.88904,0.51380,0.35796,42.69495,0.19409,109,1,,269600,1,74,1,
43.11047,0.50048,0.31134,42.90295,0.20752,110,1,,269350,1,72,1,
43.36047,0.52407,0.48199,43.16614,0.19434,111,1,,268050,1,72,1,
43.78284,0.72072,0.32805,43.58142,0.20142,112,1,,267536,1,72,1,
44.01135,0.84273,0.23335,43.80286,0.20850,113,1,,268050,1,69,1,
44.67737,0.86255,0.22936,44.02551,0.65186,114,1,,270400,1,69,1,
45.60681,0.86039,0.21410,44.69250,0.91431,115,1,,272480,1,68,1,
45.92444,0.92741,0.86008,45.70276,0.22168,116,1,,273003,1,67,1,
46.20154,0.92475,0.85115,45.93811,0.26343,117,1,,273266,1,67,1,
47.62927,0.90349,0.84294,46.54797,1.08130,118,1,,274580,1,64,1,
47.92029,0.28806,0.82781,47.72644,0.19385,119,1,,275100,1,64,1,
48.55798,0.11038,0.81108,47.97620,0.58179,120,1,,275890,1,65,1,
49.66687,0.10946,0.80015,48.57214,1.09473,121,1,,275363,1,71,1,
49.90320,0.16552,0.39523,49.72229,0.18091,122,1,,275100,1,71,1,
50.22131,0.19288,0.15140,49.95813,0.26318,123,1,,274580,1,74,1,
50.73425,0.18762,0.15878,50.52649,0.20776,124,1,,275626,1,74,1,
50.96985,0.19977,0.14628,50.74817,0.22168,125,1,,275890,1,74,1,
51.21936,0.20222,0.16967,50.98401,0.23535,126,1,,275890,1,74,1,
51.51086,0.18712,0.15977,51.23352,0.27734,127,1,,275890,1,74,1,
51.73254,0.21561,0.22916,51.52454,0.20801,128,1,,275890,1,73,1,
52.03723,0.27860,0.18495,51.74622,0.29102,129,1,,276680,1,73,1,
52.27283,0.25486,0.20595,52.05139,0.22144,130,1,,276680,1,73,1,
52.53650,0.34315,0.20663,52.28699,0.24951,131,1,,277236,1,75,1,
53.17395,0.32760,0.27866,52.92444,0.24951,132,1,,275890,1,75,1,
53.45178,0.38824,0.17716,53.18787,0.26392,133,1,,275363,1,75,1,
53.64539,0.28904,0.10030,53.46521,0.18018,134,1,,274840,1,75,1,
53.97815,0.24371,0.11044,53.65930,0.31885,135,1,,275363,1,75,1,
54.24109,0.34221,0.29376,54.03357,0.20752,136,1,,275890,1,72,1,
54.46277,0.35532,0.15929,54.29675,0.16602,137,1,,275890,1,72,1,
54.97668,0.31550,0.18007,54.68494,0.29175,138,1,,276943,1,72,1,
55.15613,0.22830,0.43020,54.99036,0.16577,139,1,,277470,1,68,1,
55.58606,0.10640,0.82538,55.21179,0.37427,140,1,,277733,1,68,1,
55.90491,0.50505,0.86097,55.68298,0.22192,141,1,,278260,1,70,1,
56.04358,0.42428,0.42757,55.96008,0.08350,142,1,,278260,1,70,1,
56.40369,0.36897,0.63118,56.30652,0.09717,143,1,,277206,1,70,1,
57.00012,0.31386,1.07110,56.79187,0.20825,144,1,,276943,1,72,1,
57.48523,0.50680,0.51201,57.26331,0.22192,145,1,,277733,1,72,1,
57.90100,0.45014,0.60759,57.54041,0.36060,146,1,,278260,1,73,1,
58.24768,0.50200,0.56020,57.91467,0.33301,147,1,,278786,1,73,1,
58.35828,0.60249,0.70370,58.26160,0.09668,148,1,,278786,1,71,1,
58.53845,0.86729,1.98911,58.45520,0.08325,149,1,,279050,1,71,1,
59.38440,0.50546,0.63811,59.13489,0.24951,150,1,,279050,1,73,1,
59.70276,0.28790,0.24682,59.44006,0.26270,151,1,,277470,1,73,1,
59.96619,0.27233,0.25479,59.71692,0.24927,152,1,,276416,1,75,1,
60.29895,0.30887,0.31157,59.98010,0.31885,153,1,,275626,1,75,1,
60.77063,0.43930,0.27216,60.52087,0.24976,154,1,,273530,1,76,1,
61.11682,0.41140,0.26272,60.78455,0.33228,155,1,,273266,1,76,1,
61.21423,0.46582,0.30683,61.13098,0.08325,156,1,,273003,1,76,1,
61.96252,0.59231,0.30272,61.47717,0.48535,157,1,,272740,1,77,1,
62.19836,0.66678,0.29047,61.97644,0.22192,158,1,,271440,1,79,1,
62.40613,0.64594,0.27551,62.21252,0.19360,159,1,,271180,1,79,1,
62.75305,0.25688,0.27983,62.46130,0.29175,160,1,,270920,1,79,1,
62.90515,0.32957,0.35275,62.76697,0.13818,161,1,,271440,1,79,1,
63.48792,0.44438,0.28515,63.12708,0.36084,162,1,,273793,1,80,1,
63.72351,0.52824,0.27302,63.50159,0.22192,163,1,,274580,1,80,1,
64.00037,0.60977,0.32611,63.73718,0.26318,164,1,,275363,1,78,1,
64.41614,0.64004,0.38063,64.22229,0.19385,165,1,,276186,1,78,1,
64.73499,0.27370,0.37320,64.47131,0.26367,166,1,,276943,1,77,1,
64.94275,0.30504,0.37941,64.76086,0.18188,167,1,,276943,1,77,1,
65.49792,0.44174,0.35412,65.20642,0.29150,168,1,,275363,1,76,1,
65.71936,0.50663,0.31916,65.51086,0.20850,169,1,,274580,1,76,1,
65.91370,0.59239,0.36397,65.73328,0.18042,170,1,,274320,1,76,1,
66.21863,0.66579,0.35861,65.92786,0.29077,171,1,,274840,1,75,1,
66.57874,0.30023,0.39298,66.31531,0.26343,172,1,,274840,1,75,1,
66.68933,0.38821,0.37692,66.59241,0.09692,173,1,,275363,1,75,1,
67.16052,0.48265,0.37566,66.99500,0.16553,174,1,,275363,1,71,1,
