TIME(2024/07/23 09:20:58.334),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,USER,GSR,GSRV,HR,HRV,
2.45312,0.53940,0.89432,1.99609,0.45703,2,1,,490750,1,70,1,
2.67529,0.28936,0.68296,2.50879,0.16650,3,1,,491970,1,70,1,
3.02173,0.21838,0.56649,2.68921,0.33252,4,1,,492690,1,70,1,
3.28491,0.29327,0.54982,3.03564,0.24927,5,1,,493050,1,70,1,
3.50684,0.40494,0.52630,3.29883,0.20801,6,1,,494493,1,70,1,
3.71509,0.52265,0.55163,3.52075,0.19434,7,1,,494850,1,70,1,
3.99219,0.65762,0.74221,3.77051,0.22168,8,1,,495936,1,72,1,
4.06128,0.60259,0.76910,4.00635,0.05493,9,1,,495940,1,72,1,
4.72681,0.36552,0.84902,4.11694,0.60986,10,1,,498110,1,72,1,
5.61401,0.68965,2.89243,5.48926,0.12476,11,1,,494850,1,74,1,
6.01587,0.80983,2.92258,5.83569,0.18018,12,1,,489606,1,74,1,
6.73657,0.54214,0.82124,6.48730,0.24927,13,1,,477873,1,71,1,
7.08325,0.52793,0.81025,6.75049,0.33276,14,1,,476110,1,71,1,
7.30518,0.50845,0.79213,7.09741,0.20776,15,1,,474360,1,71,1,
7.79004,0.43440,0.81396,7.31909,0.47095,16,1,,472250,1,67,1,
8.20630,0.51739,0.83891,7.80396,0.40234,17,1,,469460,1,67,1,
8.30298,0.56290,0.81530,8.21997,0.08301,18,1,,469110,1,67,1,
8.69141,0.55538,0.85210,8.52490,0.16650,19,1,,465286,1,65,1,
9.23193,0.52240,0.82054,8.91309,0.31885,20,1,,461620,1,65,1,
10.02197,0.58150,0.82740,9.49512,0.52686,21,1,,458863,1,65,1,
10.27148,0.62059,0.87294,10.03589,0.23560,22,1,,460243,1,65,1,
15.34497,0.42750,1.32851,15.10913,0.23584,23,1,,464523,1,72,1,
15.73291,0.51714,1.36739,15.56689,0.16602,24,1,,463346,1,72,1,
15.95483,0.43376,1.41702,15.74731,0.20752,25,1,,464940,1,72,1,
16.80054,0.15692,1.57030,16.71729,0.08325,26,1,,465633,1,72,1,
17.65991,0.81728,1.42874,17.47998,0.17993,27,1,,461620,1,72,1,
17.71533,0.72258,1.40538,17.67407,0.04126,28,1,,461623,1,72,1,
17.96533,0.34849,1.29417,17.77100,0.19434,29,1,,458520,1,71,1,
18.29785,-0.13475,1.35691,18.22827,0.06958,30,1,,455096,1,71,1,
19.78076,0.23848,1.32939,19.64209,0.13867,31,1,,446260,1,70,1,
22.58105,0.57316,0.89256,22.45654,0.12451,32,1,,453390,1,73,1,
23.44043,0.53098,0.59572,22.88623,0.55420,33,1,,444913,1,71,1,
24.16138,0.53327,0.71628,23.45435,0.70703,34,1,,438000,1,70,1,
25.43628,0.53080,0.70797,24.59106,0.84521,35,1,,428710,1,70,1,
26.46240,0.51963,0.69268,25.65845,0.80396,36,1,,419543,1,71,1,
26.96802,0.44928,0.65154,26.47607,0.49194,37,1,,418243,1,73,1,
