RecordingGazePointID,	Condition,	LearningVsPerformance,	MazeOrder,	MazeIdentity,	AOI,	AOI_Time,	HesistencyTime,	TotalTrialTime,	AverageHeartRate,	AverageGalvanicSkinResponse,	AOIFixationLastInside,	AOIFixationLastOutside,	TotalFixation
User 4,	User 4,	User 4,	
