ID,	Condition,	LearningVsPerformance,	MazeOrder,	MazeIdentity,	AOI,	AOI_Time,	HesistencyTime,	TotalTrialTime,	AverageHeartRate,	AverageGalvanicSkinResponse,	AOIFixation,	TotalFixation
User 22,	PROXIMAL AND DISTAL CONDITION,	Learning,	2,	13,	Sky,	0.5050,	12.0941,	25.3705,	0.0000,	0.0000,	0,	62
User 22,	PROXIMAL AND DISTAL CONDITION,	Learning,	2,	13,	Lower,	10.4008,	12.0941,	25.3705,	0.0000,	0.0000,	0,	62
User 22,	PROXIMAL AND DISTAL CONDITION,	Performance,	2,	13,	Proximal,	7.1593,	25.6407,	24.3290,	0.0000,	0.0000,	0,	76
User 22,	PROXIMAL AND DISTAL CONDITION,	Performance,	2,	13,	Distal,	6.6307,	25.6407,	24.3290,	0.0000,	0.0000,	3,	76
User 22,	PROXIMAL AND DISTAL CONDITION,	Performance,	2,	13,	Sky,	2.4380,	25.6407,	24.3290,	0.0000,	0.0000,	0,	76
User 22,	PROXIMAL AND DISTAL CONDITION,	Performance,	2,	13,	Lower,	8.1011,	25.6407,	24.3290,	0.0000,	0.0000,	0,	76
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	0,	0,	Proximal,	0.0000,	0.0000,	8.6553,	0.0000,	0.0000,	0,	26
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	0,	0,	Distal,	0.0000,	0.0000,	8.6553,	0.0000,	0.0000,	0,	26
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	0,	0,	Sky,	0.4315,	0.0000,	8.6553,	0.0000,	0.0000,	0,	26
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	0,	0,	Lower,	8.2238,	0.0000,	8.6553,	0.0000,	0.0000,	0,	26
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	0,	0,	Proximal,	0.0000,	3.1334,	11.1592,	0.0000,	0.0000,	0,	44
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	0,	0,	Distal,	4.3971,	3.1334,	11.1592,	0.0000,	0.0000,	3,	44
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	0,	0,	Sky,	4.8222,	3.1334,	11.1592,	0.0000,	0.0000,	0,	44
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	0,	0,	Lower,	1.9400,	3.1334,	11.1592,	0.0000,	0.0000,	0,	44
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	1,	2,	Proximal,	1.5212,	1.1292,	13.0812,	0.0000,	0.0000,	2,	70
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	1,	2,	Distal,	0.0000,	1.1292,	13.0812,	0.0000,	0.0000,	0,	70
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	1,	2,	Sky,	0.8679,	1.1292,	13.0812,	0.0000,	0.0000,	0,	70
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	1,	2,	Lower,	10.6921,	1.1292,	13.0812,	0.0000,	0.0000,	0,	70
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	1,	2,	Proximal,	0.0000,	3.4500,	9.6279,	0.0000,	0.0000,	0,	39
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	1,	2,	Distal,	0.2217,	3.4500,	9.6279,	0.0000,	0.0000,	1,	39
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	1,	2,	Sky,	3.5258,	3.4500,	9.6279,	0.0000,	0.0000,	0,	39
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	1,	2,	Lower,	5.8805,	3.4500,	9.6279,	0.0000,	0.0000,	0,	39
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	2,	11,	Proximal,	2.3134,	6.0518,	16.5642,	0.0000,	0.0000,	3,	79
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	2,	11,	Distal,	1.0388,	6.0518,	16.5642,	0.0000,	0.0000,	2,	79
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	2,	11,	Sky,	3.7682,	6.0518,	16.5642,	0.0000,	0.0000,	0,	79
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	2,	11,	Lower,	9.4439,	6.0518,	16.5642,	0.0000,	0.0000,	0,	79
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	2,	11,	Proximal,	0.6372,	4.2333,	14.7857,	0.0000,	0.0000,	2,	72
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	2,	11,	Distal,	0.0000,	4.2333,	14.7857,	0.0000,	0.0000,	0,	72
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	2,	11,	Sky,	5.5280,	4.2333,	14.7857,	0.0000,	0.0000,	0,	72
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	2,	11,	Lower,	8.6205,	4.2333,	14.7857,	0.0000,	0.0000,	0,	72
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	3,	13,	Proximal,	1.4559,	3.6017,	24.0066,	0.0000,	0.0000,	3,	92
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	3,	13,	Distal,	0.3193,	3.6017,	24.0066,	0.0000,	0.0000,	0,	92
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	3,	13,	Sky,	1.6118,	3.6017,	24.0066,	0.0000,	0.0000,	0,	92
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	3,	13,	Lower,	20.6195,	3.6017,	24.0066,	0.0000,	0.0000,	0,	92
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	3,	13,	Proximal,	0.0000,	5.6154,	9.7604,	0.0000,	0.0000,	1,	45
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	3,	13,	Distal,	0.0000,	5.6154,	9.7604,	0.0000,	0.0000,	0,	45
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	3,	13,	Sky,	2.5104,	5.6154,	9.7604,	0.0000,	0.0000,	0,	45
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	3,	13,	Lower,	7.2500,	5.6154,	9.7604,	0.0000,	0.0000,	0,	45
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	4,	7,	Proximal,	0.2061,	3.1673,	7.9661,	0.0000,	0.0000,	1,	50
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	4,	7,	Distal,	0.0000,	3.1673,	7.9661,	0.0000,	0.0000,	0,	50
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	4,	7,	Sky,	3.0105,	3.1673,	7.9661,	0.0000,	0.0000,	0,	50
User 23,	PROXIMAL AND DISTAL CONDITION,	Learning,	4,	7,	Lower,	4.7495,	3.1673,	7.9661,	0.0000,	0.0000,	0,	50
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	4,	7,	Proximal,	0.0000,	0.0000,	7.3433,	0.0000,	0.0000,	0,	33
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	4,	7,	Distal,	0.3324,	0.0000,	7.3433,	0.0000,	0.0000,	1,	33
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	4,	7,	Sky,	0.7202,	0.0000,	7.3433,	0.0000,	0.0000,	0,	33
User 23,	PROXIMAL AND DISTAL CONDITION,	Performance,	4,	7,	Lower,	6.2906,	0.0000,	7.3433,	0.0000,	0.0000,	0,	33
User 24,	PROXIMAL AND DISTAL,	Learning,	0,	0,	Proximal,	0.0000,	11.3944,	11.2645,	72.0000,	72.0000,	0,	51
User 24,	PROXIMAL AND DISTAL,	Learning,	0,	0,	Distal,	0.3058,	11.3944,	11.2645,	72.0000,	72.0000,	0,	51
User 24,	PROXIMAL AND DISTAL,	Learning,	0,	0,	Sky,	6.4758,	11.3944,	11.2645,	72.0000,	72.0000,	0,	51
User 24,	PROXIMAL AND DISTAL,	Learning,	0,	0,	Lower,	4.4829,	11.3944,	11.2645,	72.0000,	72.0000,	0,	51
User 24,	PROXIMAL AND DISTAL,	Performance,	0,	0,	Proximal,	0.0000,	0.0000,	6.9516,	72.0000,	72.0000,	2,	38
User 24,	PROXIMAL AND DISTAL,	Performance,	0,	0,	Distal,	0.1939,	0.0000,	6.9516,	72.0000,	72.0000,	1,	38
User 24,	PROXIMAL AND DISTAL,	Performance,	0,	0,	Sky,	5.4491,	0.0000,	6.9516,	72.0000,	72.0000,	0,	38
User 24,	PROXIMAL AND DISTAL,	Performance,	0,	0,	Lower,	1.3086,	0.0000,	6.9516,	72.0000,	72.0000,	0,	38
User 24,	PROXIMAL AND DISTAL,	Learning,	1,	7,	Proximal,	0.0000,	1.3676,	8.0312,	72.0000,	72.0000,	0,	55
User 24,	PROXIMAL AND DISTAL,	Learning,	1,	7,	Distal,	0.0000,	1.3676,	8.0312,	72.0000,	72.0000,	0,	55
User 24,	PROXIMAL AND DISTAL,	Learning,	1,	7,	Sky,	6.9423,	1.3676,	8.0312,	72.0000,	72.0000,	0,	55
User 24,	PROXIMAL AND DISTAL,	Learning,	1,	7,	Lower,	1.0890,	1.3676,	8.0312,	72.0000,	72.0000,	0,	55
User 24,	PROXIMAL AND DISTAL,	Performance,	1,	7,	Proximal,	0.0000,	0.0000,	7.1942,	72.0000,	72.0000,	0,	33
User 24,	PROXIMAL AND DISTAL,	Performance,	1,	7,	Distal,	0.0000,	0.0000,	7.1942,	72.0000,	72.0000,	0,	33
User 24,	PROXIMAL AND DISTAL,	Performance,	1,	7,	Sky,	4.8514,	0.0000,	7.1942,	72.0000,	72.0000,	0,	33
User 24,	PROXIMAL AND DISTAL,	Performance,	1,	7,	Lower,	2.3428,	0.0000,	7.1942,	72.0000,	72.0000,	0,	33
User 24,	PROXIMAL AND DISTAL,	Learning,	2,	2,	Proximal,	0.0000,	1.0517,	9.8660,	72.0000,	72.0000,	0,	62
User 24,	PROXIMAL AND DISTAL,	Learning,	2,	2,	Distal,	0.0000,	1.0517,	9.8660,	72.0000,	72.0000,	1,	62
User 24,	PROXIMAL AND DISTAL,	Learning,	2,	2,	Sky,	3.9644,	1.0517,	9.8660,	72.0000,	72.0000,	0,	62
User 24,	PROXIMAL AND DISTAL,	Learning,	2,	2,	Lower,	5.9016,	1.0517,	9.8660,	72.0000,	72.0000,	0,	62
User 24,	PROXIMAL AND DISTAL,	Performance,	2,	2,	Proximal,	0.0553,	0.0000,	7.3524,	72.0000,	72.0000,	0,	39
User 24,	PROXIMAL AND DISTAL,	Performance,	2,	2,	Distal,	0.0000,	0.0000,	7.3524,	72.0000,	72.0000,	0,	39
User 24,	PROXIMAL AND DISTAL,	Performance,	2,	2,	Sky,	3.2173,	0.0000,	7.3524,	72.0000,	72.0000,	0,	39
User 24,	PROXIMAL AND DISTAL,	Performance,	2,	2,	Lower,	4.0798,	0.0000,	7.3524,	72.0000,	72.0000,	0,	39
User 24,	PROXIMAL AND DISTAL,	Learning,	3,	4,	Proximal,	0.0000,	5.5749,	6.9024,	72.0000,	72.0000,	0,	54
User 24,	PROXIMAL AND DISTAL,	Learning,	3,	4,	Distal,	0.0000,	5.5749,	6.9024,	72.0000,	72.0000,	0,	54
User 24,	PROXIMAL AND DISTAL,	Learning,	3,	4,	Sky,	5.1155,	5.5749,	6.9024,	72.0000,	72.0000,	0,	54
User 24,	PROXIMAL AND DISTAL,	Learning,	3,	4,	Lower,	1.7869,	5.5749,	6.9024,	72.0000,	72.0000,	0,	54
User 24,	PROXIMAL AND DISTAL,	Performance,	3,	4,	Proximal,	0.0000,	1.7835,	6.6831,	72.0000,	72.0000,	0,	36
User 24,	PROXIMAL AND DISTAL,	Performance,	3,	4,	Distal,	0.0000,	1.7835,	6.6831,	72.0000,	72.0000,	0,	36
User 24,	PROXIMAL AND DISTAL,	Performance,	3,	4,	Sky,	3.6817,	1.7835,	6.6831,	72.0000,	72.0000,	0,	36
User 24,	PROXIMAL AND DISTAL,	Performance,	3,	4,	Lower,	3.0014,	1.7835,	6.6831,	72.0000,	72.0000,	0,	36
User 24,	PROXIMAL AND DISTAL,	Learning,	4,	20,	Proximal,	2.8742,	7.8331,	19.2742,	72.0000,	72.0000,	3,	77
User 24,	PROXIMAL AND DISTAL,	Learning,	4,	20,	Distal,	0.0000,	7.8331,	19.2742,	72.0000,	72.0000,	1,	77
User 24,	PROXIMAL AND DISTAL,	Learning,	4,	20,	Sky,	8.3306,	7.8331,	19.2742,	72.0000,	72.0000,	0,	77
User 24,	PROXIMAL AND DISTAL,	Learning,	4,	20,	Lower,	8.0693,	7.8331,	19.2742,	72.0000,	72.0000,	0,	77
User 24,	PROXIMAL AND DISTAL,	Performance,	4,	20,	Proximal,	1.7720,	9.5304,	19.2667,	71.5850,	71.5850,	0,	75
User 24,	PROXIMAL AND DISTAL,	Performance,	4,	20,	Distal,	0.0000,	9.5304,	19.2667,	71.5850,	71.5850,	0,	75
User 24,	PROXIMAL AND DISTAL,	Performance,	4,	20,	Sky,	11.7846,	9.5304,	19.2667,	71.5850,	71.5850,	0,	75
User 24,	PROXIMAL AND DISTAL,	Performance,	4,	20,	Lower,	5.7102,	9.5304,	19.2667,	71.5850,	71.5850,	0,	75
User 24,	PROXIMAL AND DISTAL,	Learning,	5,	11,	Proximal,	0.0000,	10.7339,	14.6094,	70.0000,	70.0000,	0,	115
User 24,	PROXIMAL AND DISTAL,	Learning,	5,	11,	Distal,	0.1663,	10.7339,	14.6094,	70.0000,	70.0000,	0,	115
User 24,	PROXIMAL AND DISTAL,	Learning,	5,	11,	Sky,	9.4257,	10.7339,	14.6094,	70.0000,	70.0000,	0,	115
User 24,	PROXIMAL AND DISTAL,	Learning,	5,	11,	Lower,	5.0175,	10.7339,	14.6094,	70.0000,	70.0000,	0,	115
User 24,	PROXIMAL AND DISTAL,	Performance,	5,	11,	Proximal,	0.0000,	4.5390,	8.8873,	70.0000,	70.0000,	1,	52
User 24,	PROXIMAL AND DISTAL,	Performance,	5,	11,	Distal,	0.0000,	4.5390,	8.8873,	70.0000,	70.0000,	0,	52
User 24,	PROXIMAL AND DISTAL,	Performance,	5,	11,	Sky,	5.7673,	4.5390,	8.8873,	70.0000,	70.0000,	0,	52
User 24,	PROXIMAL AND DISTAL,	Performance,	5,	11,	Lower,	3.1200,	4.5390,	8.8873,	70.0000,	70.0000,	0,	52
User 25,	PROXIMAL AND DISTAL,	Learning,	0,	0,	Proximal,	0.0000,	1.1510,	6.9002,	73.0000,	73.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Learning,	0,	0,	Distal,	0.0000,	1.1510,	6.9002,	73.0000,	73.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Learning,	0,	0,	Sky,	1.1077,	1.1510,	6.9002,	73.0000,	73.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Learning,	0,	0,	Lower,	5.7925,	1.1510,	6.9002,	73.0000,	73.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Performance,	0,	0,	Proximal,	0.0000,	2.0887,	7.9576,	73.0000,	73.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Performance,	0,	0,	Distal,	0.0000,	2.0887,	7.9576,	73.0000,	73.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Performance,	0,	0,	Sky,	0.1664,	2.0887,	7.9576,	73.0000,	73.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Performance,	0,	0,	Lower,	7.7912,	2.0887,	7.9576,	73.0000,	73.0000,	0,	33
User 25,	PROXIMAL AND DISTAL,	Learning,	1,	9,	Proximal,	0.0000,	6.4083,	3.7748,	73.0000,	73.0000,	0,	52
User 25,	PROXIMAL AND DISTAL,	Learning,	1,	9,	Distal,	0.0000,	6.4083,	3.7748,	73.0000,	73.0000,	1,	52
User 25,	PROXIMAL AND DISTAL,	Learning,	1,	9,	Sky,	0.9582,	6.4083,	3.7748,	73.0000,	73.0000,	0,	52
User 25,	PROXIMAL AND DISTAL,	Learning,	1,	9,	Lower,	2.8166,	6.4083,	3.7748,	73.0000,	73.0000,	0,	52
User 25,	PROXIMAL AND DISTAL,	Performance,	1,	9,	Proximal,	0.1805,	0.0000,	3.3213,	73.0000,	73.0000,	0,	25
User 25,	PROXIMAL AND DISTAL,	Performance,	1,	9,	Distal,	0.0000,	0.0000,	3.3213,	73.0000,	73.0000,	0,	25
User 25,	PROXIMAL AND DISTAL,	Performance,	1,	9,	Sky,	0.4918,	0.0000,	3.3213,	73.0000,	73.0000,	0,	25
User 25,	PROXIMAL AND DISTAL,	Performance,	1,	9,	Lower,	2.6490,	0.0000,	3.3213,	73.0000,	73.0000,	0,	25
User 25,	PROXIMAL AND DISTAL,	Learning,	2,	8,	Proximal,	1.9532,	5.7323,	11.1881,	75.7127,	75.7127,	1,	53
User 25,	PROXIMAL AND DISTAL,	Learning,	2,	8,	Distal,	0.7205,	5.7323,	11.1881,	75.7127,	75.7127,	1,	53
User 25,	PROXIMAL AND DISTAL,	Learning,	2,	8,	Sky,	1.3591,	5.7323,	11.1881,	75.7127,	75.7127,	0,	53
User 25,	PROXIMAL AND DISTAL,	Learning,	2,	8,	Lower,	7.1553,	5.7323,	11.1881,	75.7127,	75.7127,	0,	53
User 25,	PROXIMAL AND DISTAL,	Performance,	2,	8,	Proximal,	0.3049,	1.2838,	10.9692,	68.7181,	68.7181,	2,	54
User 25,	PROXIMAL AND DISTAL,	Performance,	2,	8,	Distal,	0.0000,	1.2838,	10.9692,	68.7181,	68.7181,	0,	54
User 25,	PROXIMAL AND DISTAL,	Performance,	2,	8,	Sky,	1.4051,	1.2838,	10.9692,	68.7181,	68.7181,	0,	54
User 25,	PROXIMAL AND DISTAL,	Performance,	2,	8,	Lower,	9.2591,	1.2838,	10.9692,	68.7181,	68.7181,	0,	54
User 25,	PROXIMAL AND DISTAL,	Learning,	3,	11,	Proximal,	1.6165,	1.2837,	9.7337,	71.0000,	71.0000,	1,	54
User 25,	PROXIMAL AND DISTAL,	Learning,	3,	11,	Distal,	0.2090,	1.2837,	9.7337,	71.0000,	71.0000,	1,	54
User 25,	PROXIMAL AND DISTAL,	Learning,	3,	11,	Sky,	1.7586,	1.2837,	9.7337,	71.0000,	71.0000,	0,	54
User 25,	PROXIMAL AND DISTAL,	Learning,	3,	11,	Lower,	6.1497,	1.2837,	9.7337,	71.0000,	71.0000,	0,	54
User 25,	PROXIMAL AND DISTAL,	Performance,	3,	11,	Proximal,	0.3056,	1.0591,	6.7010,	71.0000,	71.0000,	1,	36
User 25,	PROXIMAL AND DISTAL,	Performance,	3,	11,	Distal,	0.8933,	1.0591,	6.7010,	71.0000,	71.0000,	1,	36
User 25,	PROXIMAL AND DISTAL,	Performance,	3,	11,	Sky,	1.8058,	1.0591,	6.7010,	71.0000,	71.0000,	0,	36
User 25,	PROXIMAL AND DISTAL,	Performance,	3,	11,	Lower,	3.6963,	1.0591,	6.7010,	71.0000,	71.0000,	0,	36
User 25,	PROXIMAL AND DISTAL,	Learning,	4,	20,	Proximal,	5.9177,	3.0452,	17.3216,	71.0000,	71.0000,	6,	92
User 25,	PROXIMAL AND DISTAL,	Learning,	4,	20,	Distal,	0.1805,	3.0452,	17.3216,	71.0000,	71.0000,	1,	92
User 25,	PROXIMAL AND DISTAL,	Learning,	4,	20,	Sky,	1.5838,	3.0452,	17.3216,	71.0000,	71.0000,	0,	92
User 25,	PROXIMAL AND DISTAL,	Learning,	4,	20,	Lower,	9.6397,	3.0452,	17.3216,	71.0000,	71.0000,	0,	92
User 25,	PROXIMAL AND DISTAL,	Performance,	4,	20,	Proximal,	1.7766,	0.0000,	7.8350,	71.0000,	71.0000,	1,	30
User 25,	PROXIMAL AND DISTAL,	Performance,	4,	20,	Distal,	0.0000,	0.0000,	7.8350,	71.0000,	71.0000,	0,	30
User 25,	PROXIMAL AND DISTAL,	Performance,	4,	20,	Sky,	0.8813,	0.0000,	7.8350,	71.0000,	71.0000,	0,	30
User 25,	PROXIMAL AND DISTAL,	Performance,	4,	20,	Lower,	5.1770,	0.0000,	7.8350,	71.0000,	71.0000,	0,	30
User 25,	PROXIMAL AND DISTAL,	Learning,	5,	18,	Proximal,	0.0000,	4.7024,	7.9856,	71.0000,	71.0000,	0,	50
User 25,	PROXIMAL AND DISTAL,	Learning,	5,	18,	Distal,	1.0834,	4.7024,	7.9856,	71.0000,	71.0000,	0,	50
User 25,	PROXIMAL AND DISTAL,	Learning,	5,	18,	Sky,	1.4769,	4.7024,	7.9856,	71.0000,	71.0000,	0,	50
User 25,	PROXIMAL AND DISTAL,	Learning,	5,	18,	Lower,	5.4253,	4.7024,	7.9856,	71.0000,	71.0000,	0,	50
User 25,	PROXIMAL AND DISTAL,	Performance,	5,	18,	Proximal,	0.0000,	0.0000,	5.8295,	71.0000,	71.0000,	1,	28
User 25,	PROXIMAL AND DISTAL,	Performance,	5,	18,	Distal,	0.6376,	0.0000,	5.8295,	71.0000,	71.0000,	1,	28
User 25,	PROXIMAL AND DISTAL,	Performance,	5,	18,	Sky,	0.7627,	0.0000,	5.8295,	71.0000,	71.0000,	0,	28
User 25,	PROXIMAL AND DISTAL,	Performance,	5,	18,	Lower,	4.4292,	0.0000,	5.8295,	71.0000,	71.0000,	0,	28
User 25,	PROXIMAL AND DISTAL,	Learning,	6,	7,	Proximal,	0.0000,	0.0000,	8.1801,	71.0000,	71.0000,	0,	49
User 25,	PROXIMAL AND DISTAL,	Learning,	6,	7,	Distal,	0.7898,	0.0000,	8.1801,	71.0000,	71.0000,	1,	49
User 25,	PROXIMAL AND DISTAL,	Learning,	6,	7,	Sky,	2.2358,	0.0000,	8.1801,	71.0000,	71.0000,	0,	49
User 25,	PROXIMAL AND DISTAL,	Learning,	6,	7,	Lower,	5.1545,	0.0000,	8.1801,	71.0000,	71.0000,	0,	49
User 25,	PROXIMAL AND DISTAL,	Performance,	6,	7,	Proximal,	0.2494,	1.1172,	8.3185,	71.0000,	71.0000,	1,	37
User 25,	PROXIMAL AND DISTAL,	Performance,	6,	7,	Distal,	0.0000,	1.1172,	8.3185,	71.0000,	71.0000,	0,	37
User 25,	PROXIMAL AND DISTAL,	Performance,	6,	7,	Sky,	2.4677,	1.1172,	8.3185,	71.0000,	71.0000,	0,	37
User 25,	PROXIMAL AND DISTAL,	Performance,	6,	7,	Lower,	5.6014,	1.1172,	8.3185,	71.0000,	71.0000,	0,	37
User 25,	PROXIMAL AND DISTAL,	Learning,	7,	19,	Proximal,	0.3330,	3.4844,	10.4421,	71.0000,	71.0000,	1,	47
User 25,	PROXIMAL AND DISTAL,	Learning,	7,	19,	Distal,	0.0000,	3.4844,	10.4421,	71.0000,	71.0000,	0,	47
User 25,	PROXIMAL AND DISTAL,	Learning,	7,	19,	Sky,	1.2651,	3.4844,	10.4421,	71.0000,	71.0000,	0,	47
User 25,	PROXIMAL AND DISTAL,	Learning,	7,	19,	Lower,	8.8440,	3.4844,	10.4421,	71.0000,	71.0000,	0,	47
User 25,	PROXIMAL AND DISTAL,	Performance,	7,	19,	Proximal,	0.0000,	0.0000,	9.3015,	71.0000,	71.0000,	0,	36
User 25,	PROXIMAL AND DISTAL,	Performance,	7,	19,	Distal,	0.0000,	0.0000,	9.3015,	71.0000,	71.0000,	0,	36
User 25,	PROXIMAL AND DISTAL,	Performance,	7,	19,	Sky,	0.5821,	0.0000,	9.3015,	71.0000,	71.0000,	0,	36
User 25,	PROXIMAL AND DISTAL,	Performance,	7,	19,	Lower,	8.7194,	0.0000,	9.3015,	71.0000,	71.0000,	0,	36
User 25,	PROXIMAL AND DISTAL,	Learning,	8,	12,	Proximal,	0.2212,	2.2473,	10.6017,	73.0000,	73.0000,	1,	58
User 25,	PROXIMAL AND DISTAL,	Learning,	8,	12,	Distal,	0.0000,	2.2473,	10.6017,	73.0000,	73.0000,	1,	58
User 25,	PROXIMAL AND DISTAL,	Learning,	8,	12,	Sky,	0.8926,	2.2473,	10.6017,	73.0000,	73.0000,	0,	58
User 25,	PROXIMAL AND DISTAL,	Learning,	8,	12,	Lower,	9.4879,	2.2473,	10.6017,	73.0000,	73.0000,	0,	58
User 25,	PROXIMAL AND DISTAL,	Performance,	8,	12,	Proximal,	0.2027,	0.0000,	7.8327,	73.0000,	73.0000,	0,	34
User 25,	PROXIMAL AND DISTAL,	Performance,	8,	12,	Distal,	0.0000,	0.0000,	7.8327,	73.0000,	73.0000,	0,	34
User 25,	PROXIMAL AND DISTAL,	Performance,	8,	12,	Sky,	0.2634,	0.0000,	7.8327,	73.0000,	73.0000,	0,	34
User 25,	PROXIMAL AND DISTAL,	Performance,	8,	12,	Lower,	7.3666,	0.0000,	7.8327,	73.0000,	73.0000,	0,	34
User 25,	PROXIMAL AND DISTAL,	Learning,	9,	4,	Proximal,	0.0000,	0.0000,	5.1578,	74.8414,	74.8414,	0,	39
User 25,	PROXIMAL AND DISTAL,	Learning,	9,	4,	Distal,	0.2220,	0.0000,	5.1578,	74.8414,	74.8414,	0,	39
