TIME(2024/08/31 18:06:00.411),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,USER,GSR,GSRV,HR,HRV,
0.00000,0.44307,0.48626,0.00000,0.00000,1,1,,0,0,0,0,
0.01443,0.44746,0.49517,0.00000,0.01443,1,1,,0,0,0,0,
0.02792,0.45084,0.50132,0.00000,0.02792,1,1,,0,0,0,0,
0.04150,0.45408,0.51013,0.00000,0.04150,1,1,,0,0,0,0,
0.05536,0.45511,0.51610,0.00000,0.05536,1,1,,0,0,0,0,
0.06906,0.45596,0.52107,0.00000,0.06906,1,1,,0,0,0,0,
0.08282,0.45703,0.52496,0.00000,0.08282,1,1,,0,0,0,0,
0.09659,0.46834,0.55407,0.00000,0.08282,1,0,,0,0,0,0,
0.11267,0.46893,0.55762,0.00000,0.08282,1,0,,0,0,0,0,
0.12473,0.46776,0.55377,0.00000,0.08282,1,0,,0,0,0,0,
0.13824,0.46343,0.55714,0.09659,0.04166,2,1,,0,0,0,0,
0.15244,0.46095,0.55984,0.09659,0.05585,2,1,,0,0,0,0,
0.16589,0.46112,0.56425,0.09659,0.06931,2,1,,0,0,0,0,
0.17996,0.45978,0.56072,0.09659,0.08337,2,1,,0,0,0,0,
0.19574,0.45870,0.55714,0.09659,0.09915,2,1,,0,0,0,0,
0.20901,0.45908,0.55659,0.09659,0.11243,2,1,,0,0,0,0,
0.22202,0.45918,0.55858,0.09659,0.12543,2,1,,0,0,0,0,
0.23581,0.45925,0.56053,0.09659,0.13922,2,1,,0,0,0,0,
0.24918,0.45967,0.56282,0.09659,0.15259,2,1,,0,0,0,0,
0.26349,0.45968,0.56093,0.09659,0.16690,2,1,,0,0,0,0,
0.27664,0.45976,0.56010,0.09659,0.18005,2,1,,0,0,0,0,
0.29111,0.46082,0.56178,0.09659,0.19452,2,1,,0,0,0,0,
0.30502,0.46014,0.56072,0.09659,0.20844,2,1,,0,0,0,0,
0.31937,0.45950,0.55955,0.09659,0.22278,2,1,,0,0,0,0,
0.33246,0.45943,0.56058,0.09659,0.23587,2,1,,0,0,0,0,
0.34653,0.45968,0.56091,0.09659,0.24994,2,1,,0,0,0,0,
0.36014,0.45992,0.56104,0.09659,0.26355,2,1,,0,0,0,0,
0.37454,0.45991,0.56202,0.09659,0.27795,2,1,,0,0,0,0,
0.38791,0.45999,0.56239,0.09659,0.29132,2,1,,0,0,0,0,
0.40173,0.46004,0.56242,0.09659,0.30515,2,1,,0,0,0,0,
0.41522,0.45941,0.56128,0.09659,0.31863,2,1,,0,0,0,0,
0.43405,0.45902,0.56138,0.09659,0.33746,2,1,,0,0,0,0,
0.44366,0.45866,0.56161,0.09659,0.34708,2,1,,0,0,0,0,
0.45749,0.45893,0.56027,0.09659,0.36090,2,1,,0,0,0,0,
0.47128,0.45902,0.56068,0.09659,0.37469,2,1,,0,0,0,0,
0.48471,0.45912,0.56118,0.09659,0.38812,2,1,,0,0,0,0,
0.49875,0.45863,0.56125,0.09659,0.40216,2,1,,0,0,0,0,
0.51266,0.45848,0.56009,0.09659,0.41608,2,1,,0,0,0,0,
0.52621,0.45833,0.55877,0.09659,0.42963,2,1,,0,0,0,0,
0.54050,0.46043,0.55943,0.09659,0.44391,2,1,,0,0,0,0,
0.55457,0.46127,0.55990,0.09659,0.45798,2,1,,0,0,0,0,
0.56802,0.46206,0.56035,0.09659,0.47144,2,1,,0,0,0,0,
0.58255,0.46335,0.56170,0.09659,0.48596,2,1,,0,0,0,0,
0.59573,0.46460,0.56201,0.09659,0.49915,2,1,,0,0,0,0,
0.60962,0.46577,0.56240,0.09659,0.51303,2,1,,0,0,0,0,
0.62939,0.46678,0.56360,0.09659,0.53281,2,1,,0,0,0,0,
0.63721,0.46768,0.56432,0.09659,0.54062,2,1,,0,0,0,0,
0.65085,0.46855,0.56534,0.09659,0.55426,2,1,,0,0,0,0,
0.66486,0.50399,0.59441,0.09659,0.55426,2,0,,0,0,0,0,
0.67871,0.59286,0.78540,0.09659,0.55426,2,0,,0,0,0,0,
0.69241,0.62186,0.84993,0.09659,0.55426,2,0,,0,0,0,0,
0.70654,0.76098,1.15867,0.09659,0.55426,2,0,,0,0,0,0,
0.72040,0.86976,1.45485,0.09659,0.55426,2,0,,0,0,0,0,
0.73947,0.90602,1.55358,0.09659,0.55426,2,0,,0,0,0,0,
0.75372,1.02472,1.90842,0.09659,0.55426,2,0,,0,0,0,0,
0.76175,1.02472,1.90842,0.09659,0.55426,2,0,,0,0,0,0,
0.77582,1.02472,1.90842,0.09659,0.55426,2,0,,0,0,0,0,
0.78961,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.80356,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.81735,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.83136,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.84879,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.86105,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.87277,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.90103,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.91016,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.91458,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.92828,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.95389,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.96179,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.97000,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.98361,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
0.99771,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.01166,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.02563,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.03922,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.05331,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.06705,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.08102,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.09485,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.10849,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.12277,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.13641,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.15045,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.16864,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.17868,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.20502,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.20654,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.21954,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.23340,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.24728,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.26105,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.27533,0.00000,0.00000,0.09659,0.55426,2,0,,0,0,0,0,
1.28900,0.41948,0.59935,0.09659,0.55426,2,0,,0,0,0,0,
1.30295,0.42949,0.59962,0.09659,0.55426,2,0,,0,0,0,0,
1.31647,0.43256,0.59734,0.09659,0.55426,2,0,,0,0,0,0,
1.33044,0.43240,0.59050,1.28900,0.04144,3,1,,0,0,0,0,
1.34433,0.43219,0.58546,1.28900,0.05533,3,1,,0,0,0,0,
1.35818,0.43206,0.58262,1.28900,0.06918,3,1,,0,0,0,0,
1.37228,0.43139,0.58929,1.28900,0.08328,3,1,,0,0,0,0,
1.38550,0.43263,0.59565,1.28900,0.09650,3,1,,0,0,0,0,
1.39963,0.43375,0.60167,1.28900,0.11063,3,1,,0,0,0,0,
1.41333,0.43479,0.60493,1.28900,0.12433,3,1,,0,0,0,0,
1.42758,0.43682,0.60867,1.28900,0.13858,3,1,,0,0,0,0,
1.44119,0.43841,0.61075,1.28900,0.15219,3,1,,0,0,0,0,
1.45541,0.43889,0.60998,1.28900,0.16641,3,1,,0,0,0,0,
1.46896,0.43958,0.60773,1.28900,0.17996,3,1,,0,0,0,0,
1.48267,0.44017,0.60577,1.28900,0.19366,3,1,,0,0,0,0,
1.49695,0.43988,0.60819,1.28900,0.20795,3,1,,0,0,0,0,
1.51117,0.43963,0.60777,1.28900,0.22217,3,1,,0,0,0,0,
1.52432,0.43945,0.60797,1.28900,0.23532,3,1,,0,0,0,0,
1.53824,0.44049,0.60938,1.28900,0.24924,3,1,,0,0,0,0,
1.55185,0.44367,0.60694,1.28900,0.26285,3,1,,0,0,0,0,
1.57852,0.44654,0.60467,1.28900,0.28952,3,1,,0,0,0,0,
1.59131,0.44918,0.60226,1.28900,0.30231,3,1,,0,0,0,0,
1.60065,0.45207,0.59541,1.28900,0.31165,3,1,,0,0,0,0,
1.61459,0.47016,0.56615,1.28900,0.31165,3,0,,0,0,0,0,
1.63516,0.48789,0.49562,1.28900,0.31165,3,0,,0,0,0,0,
1.65018,0.49717,0.47073,1.28900,0.31165,3,0,,0,0,0,0,
1.65613,0.50977,0.42374,1.28900,0.31165,3,0,,0,0,0,0,
1.66974,0.50866,0.42210,1.28900,0.31165,3,0,,0,0,0,0,
1.68393,0.51201,0.41969,1.28900,0.31165,3,0,,0,0,0,0,
1.69751,0.50980,0.42853,1.65613,0.04138,4,1,,0,0,0,0,
1.71164,0.50848,0.43388,1.65613,0.05551,4,1,,0,0,0,0,
1.72537,0.50783,0.43753,1.65613,0.06924,4,1,,0,0,0,0,
1.73923,0.50940,0.43831,1.65613,0.08310,4,1,,0,0,0,0,
1.75314,0.51053,0.43934,1.65613,0.09702,4,1,,0,0,0,0,
1.76694,0.50917,0.43791,1.65613,0.11081,4,1,,0,0,0,0,
1.78091,0.51040,0.43925,1.65613,0.12479,4,1,,0,0,0,0,
1.79495,0.51147,0.44032,1.65613,0.13882,4,1,,0,0,0,0,
1.80859,0.51196,0.44281,1.65613,0.15247,4,1,,0,0,0,0,
1.82254,0.51154,0.44099,1.65613,0.16641,4,1,,0,0,0,0,
1.83643,0.51114,0.43858,1.65613,0.18030,4,1,,0,0,0,0,
1.85037,0.51104,0.43735,1.65613,0.19424,4,1,,0,0,0,0,
1.86383,0.51061,0.43592,1.65613,0.20770,4,1,,0,0,0,0,
1.87799,0.51023,0.43519,1.65613,0.22186,4,1,,0,0,0,0,
1.89191,0.50850,0.43194,1.65613,0.23578,4,1,,0,0,0,0,
1.90579,0.50658,0.42930,1.65613,0.24966,4,1,,0,0,0,0,
1.91968,0.50485,0.42711,1.65613,0.26355,4,1,,0,0,0,0,
1.93347,0.50243,0.42396,1.65613,0.27734,4,1,,0,0,0,0,
1.94720,0.50128,0.42251,1.65613,0.29108,4,1,,0,0,0,0,
1.96140,0.50027,0.42157,1.65613,0.30527,4,1,,0,0,0,0,
1.97479,0.48610,0.39880,1.65613,0.30527,4,0,,0,0,0,0,
1.98880,0.48396,0.41122,1.65613,0.30527,4,0,,0,0,0,0,
2.00275,0.48293,0.41243,1.65613,0.30527,4,0,,0,0,0,0,
2.01657,0.48293,0.41243,1.97479,0.04178,5,1,,0,0,0,0,
2.03146,0.48293,0.41243,1.97479,0.05667,5,1,,0,0,0,0,
2.04416,0.48293,0.41243,1.97479,0.06937,5,1,,0,0,0,0,
2.06973,0.48134,0.41925,1.97479,0.06937,5,0,,0,0,0,0,
2.07755,0.48134,0.41925,1.97479,0.06937,5,0,,0,0,0,0,
2.08572,0.48134,0.41925,1.97479,0.06937,5,0,,0,0,0,0,
2.09973,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.11337,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.13663,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.14438,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.15494,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.16913,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.18854,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.19839,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.21057,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.22440,0.00000,0.00000,1.97479,0.06937,5,0,,0,0,0,0,
2.23831,-0.40219,0.90192,1.97479,0.06937,5,0,,0,0,0,0,
2.25211,-0.52094,1.19504,1.97479,0.06937,5,0,,0,0,0,0,
2.26596,-0.75865,1.77444,1.97479,0.06937,5,0,,0,0,0,0,
2.28027,-0.71100,1.74052,1.97479,0.06937,5,0,,0,0,0,0,
2.29498,-0.68014,1.72226,1.97479,0.06937,5,0,,0,0,0,0,
2.30771,-0.69785,1.74606,2.26596,0.04175,6,1,,0,0,0,0,
2.32166,-0.70382,1.75773,2.26596,0.05569,6,1,,0,0,0,0,
2.33566,-0.70780,1.76551,2.26596,0.06970,6,1,,0,0,0,0,
2.34943,-0.71685,1.77025,2.26596,0.08347,6,1,,0,0,0,0,
2.36328,-0.72238,1.77693,2.26596,0.09732,6,1,,0,0,0,0,
